row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - VỐN CHỦ SỐ HỮU,D - VỐN CHỦ SỐ HỮU,D - VỐN CHỦ SỐ HỮU,400,,4.046.670.319.790,3.968.626.777.918,400.0,,4046670319790.0,3968626777918.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,23,4.046.670.319.790,3.968.626.777.918,410.0,23.0,4046670319790.0,3968626777918.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,2.547.302.470.000,2.547.302.470.000,411.0,,2547302470000.0,2547302470000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,2.547.302.470.000,2.547.302.470.000,,,2547302470000.0,2547302470000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,70.045.649.714,70.045.649.714,412.0,,70045649714.0,70045649714.0
3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,413,,22.368.782.096,22.368.782.096,413.0,,22368782096.0,22368782096.0
4. Vốn khác của chủ sở hữu,4. Vốn khác của chủ sở hữu,4. Vốn khác của chủ sở hữu,414,,80.481.887.391,80.481.887.391,414.0,,80481887391.0,80481887391.0
5. Quỹ đầu tư phát triển,5. Quỹ đầu tư phát triển,5. Quỹ đầu tư phát triển,418,,886.852.413,886.852.413,418.0,,886852413.0,886852413.0
6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,6. Lợi nhuận sau thuế chưa phân phối,421,,275.944.516.773,211.114.452.530,421.0,,275944516773.0,211114452530.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,205.716.280.853,217.717.942.503,,,205716280853.0,217717942503.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,70.228.235.920,(6.603.489.973),,,70228235920.0,-6603489973.0
7. Lợi ích của cổ đông không kiểm soát,7. Lợi ích của cổ đông không kiểm soát,7. Lợi ích của cổ đông không kiểm soát,429,,1.049.640.161.403,1.036.426.683.774,429.0,,1049640161403.0,1036426683774.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,5.284.710.648.566,5.197.291.797.193,440.0,,5284710648566.0,5197291797193.0
