row_label_raw,row_label_full,col_0,Mối quan hệ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Năm nay,numeric__Năm trước
,,,Mối quan hệ,VND,VND,,,
Công ty CP Chứng khoán Đại Nam,Công ty CP Chứng khoán Đại Nam,Công ty CP Chứng khoán Đại Nam,Công ty liên kết,,,,,
Chuyển tiền hợp tác đầu tư,Công ty CP Chứng khoán Đại Nam > Chuyển tiền hợp tác đầu tư,Chuyển tiền hợp tác đầu tư,,114.000.000.000,480.400.000.000,,114000000000.0,480400000000.0
Thu hồi tiền hợp tác đầu tư,Công ty CP Chứng khoán Đại Nam > Thu hồi tiền hợp tác đầu tư,Thu hồi tiền hợp tác đầu tư,,114.000.000.000,480.400.000.000,,114000000000.0,480400000000.0
Doanh thu từ cung cấp dịch vụ,Công ty CP Chứng khoán Đại Nam > Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,,2.522.456.362,2.564.640.619,,2522456362.0,2564640619.0
Tiền thu từ cung cấp dịch vụ,Công ty CP Chứng khoán Đại Nam > Tiền thu từ cung cấp dịch vụ,Tiền thu từ cung cấp dịch vụ,,2.768.652.000,3.208.233.384,,2768652000.0,3208233384.0
"Phí chuyển khoản, phí lưu ký, phí bán chứng khoán, tư vấn, lãi trả chậm","Công ty CP Chứng khoán Đại Nam > Phí chuyển khoản, phí lưu ký, phí bán chứng khoán, tư vấn, lãi trả chậm","Phí chuyển khoản, phí lưu ký, phí bán chứng khoán, tư vấn, lãi trả chậm",,469.350.969,559.240.593,,469350969.0,559240593.0
Thanh toán dịch vụ,Công ty CP Chứng khoán Đại Nam > Thanh toán dịch vụ,Thanh toán dịch vụ,,326.061.573,-,,326061573.0,
Lợi nhuận từ hợp tác đầu tư,Công ty CP Chứng khoán Đại Nam > Lợi nhuận từ hợp tác đầu tư,Lợi nhuận từ hợp tác đầu tư,,62.465.753,501.534.246,,62465753.0,501534246.0
Thu lợi nhuận từ hợp tác đầu tư,Công ty CP Chứng khoán Đại Nam > Thu lợi nhuận từ hợp tác đầu tư,Thu lợi nhuận từ hợp tác đầu tư,,62.465.753,501.534.246,,62465753.0,501534246.0
Nhận tiền vay,Công ty CP Chứng khoán Đại Nam > Nhận tiền vay,Nhận tiền vay,,2.511.437.000,155.790.062,,2511437000.0,155790062.0
Chi phí lãi vay,Công ty CP Chứng khoán Đại Nam > Chi phí lãi vay,Chi phí lãi vay,,4.630.718,-,,4630718.0,
Tiền góp vốn vào bên liên quan,Công ty CP Chứng khoán Đại Nam > Tiền góp vốn vào bên liên quan,Tiền góp vốn vào bên liên quan,,-,58.948.400.000,,,58948400000.0
Công ty CP Nước khoáng Khánh Hòa,Công ty CP Nước khoáng Khánh Hòa,Công ty CP Nước khoáng Khánh Hòa,Công ty liên kết,,,,,
Doanh thu từ cung cấp dịch vụ,Công ty CP Nước khoáng Khánh Hòa > Doanh thu từ cung cấp dịch vụ,Doanh thu từ cung cấp dịch vụ,,1.212.826.908,2.241.992.358,,1212826908.0,2241992358.0
Tiền thu từ cung cấp dịch vụ,Công ty CP Nước khoáng Khánh Hòa > Tiền thu từ cung cấp dịch vụ,Tiền thu từ cung cấp dịch vụ,,2.235.748.500,1.189.024.200,,2235748500.0,1189024200.0
Mua hàng hóa,Công ty CP Nước khoáng Khánh Hòa > Mua hàng hóa,Mua hàng hóa,,2.436.931.692,217.000.561.575,,2436931692.0,217000561575.0
Bán hàng,Công ty CP Nước khoáng Khánh Hòa > Bán hàng,Bán hàng,,784.522.740,-,,784522740.0,
Trả lại hàng,Công ty CP Nước khoáng Khánh Hòa > Trả lại hàng,Trả lại hàng,,602.732.861,111.558.860,,602732861.0,111558860.0
