row_label_raw,row_label_full,Họ và tên,Chức vụ,Thời gian đảm nhiệm,numeric__Chức vụ,numeric__Thời gian đảm nhiệm
Ông Nguyễn Văn SangBà Nguyễn Thị HoàiÔng Nguyễn Ngọc Bích,Ông Nguyễn Văn SangBà Nguyễn Thị HoàiÔng Nguyễn Ngọc Bích,Ông Nguyễn Văn SangBà Nguyễn Thị HoàiÔng Nguyễn Ngọc Bích,Chủ tịch Hội đồng quản trịTổng Giám đốcTổng Giám đốc,Từ ngày 04 tháng 4 năm 2022Từ ngày 05 tháng 01 năm 2022 đến ngày 04 tháng 4 năm 2022,,
Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Bà Nguyễn Thị Minh Nguyệt,Tổng Giám đốc,Đến ngày 05 tháng 01 năm 2022,,
