row_label_raw,row_label_full,col_0,Mã số,Số liệu trước điều chỉnh,Các điều chỉnh,Số liệu sau điều chỉnh,Ghi chú,numeric__Mã số,numeric__Số liệu trước điều chỉnh,numeric__Các điều chỉnh,numeric__Số liệu sau điều chỉnh,numeric__Ghi chú
Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,Băng cân đối kế toán,,,,,
Các khoản tương đương tiền,Băng cân đối kế toán > Các khoản tương đương tiền,Các khoản tương đương tiền,112,100.000.000.000,(100.000.000.000),,,112.0,100000000000.0,-100000000000.0,,
Đầu tư nắm giữ đến ngày đáo hạn,Băng cân đối kế toán > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,1.090.391.143.728,(635.185.143.728),455.206.000.000,,123.0,1090391143728.0,-635185143728.0,455206000000.0,
Phải thu ngắn hạn khác,Băng cân đối kế toán > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,33.698.856.542,735.185.143.728,768.884.000.270,,136.0,33698856542.0,735185143728.0,768884000270.0,
Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,,,,,
"Lãi, lỗ hoạt động đầu tư","Báo cáo lưu chuyển tiền tệ > Lãi, lỗ hoạt động đầu tư","Lãi, lỗ hoạt động đầu tư",05,(153.922.152.381),40.796.489.420,(113.125.662.961),,5.0,-153922152381.0,40796489420.0,-113125662961.0,
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Báo cáo lưu chuyển tiền tệ > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,(17.628.697.825),40.796.489.420,23.167.791.595,,8.0,-17628697825.0,40796489420.0,23167791595.0,
"Tăng, giảm các khoản phải thu","Báo cáo lưu chuyển tiền tệ > Tăng, giảm các khoản phải thu","Tăng, giảm các khoản phải thu",09,71.550.296.114,(22.873.000.000),48.677.296.114,,9.0,71550296114.0,-22873000000.0,48677296114.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Báo cáo lưu chuyển tiền tệ > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,19.334.584.823,17.923.489.420,37.258.074.243,,20.0,19334584823.0,17923489420.0,37258074243.0,
