row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,678.197.156.889,-,295.531.436.436,-,678197156889.0,,295531436436.0,
Phải thu gốc hợp tác đầu tư (i),Phải thu gốc hợp tác đầu tư (i),Phải thu gốc hợp tác đầu tư (i),662.698.000.000,-,287.800.000.000,-,662698000000.0,,287800000000.0,
- Công ty Cổ phần Đầu tư Bắt động sản F.I.T,- Công ty Cổ phần Đầu tư Bắt động sản F.I.T,- Công ty Cổ phần Đầu tư Bắt động sản F.I.T,376.300.000.000,-,68.800.000.000,-,376300000000.0,,68800000000.0,
- Công ty Cổ phần Được phẩm Cửu Long,- Công ty Cổ phần Được phẩm Cửu Long,- Công ty Cổ phần Được phẩm Cửu Long,-,-,184.000.000.000,-,,,184000000000.0,
- Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,- Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,- Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,286.398.000.000,-,35.000.000.000,-,286398000000.0,,35000000000.0,
Phải thu lãi hợp tác đầu tư,Phải thu lãi hợp tác đầu tư,Phải thu lãi hợp tác đầu tư,14.150.153.489,-,7.731.436.436,-,14150153489.0,,7731436436.0,
- Công ty Cổ phần Đầu tư Bắt động sản F.I.T,- Công ty Cổ phần Đầu tư Bắt động sản F.I.T,- Công ty Cổ phần Đầu tư Bắt động sản F.I.T,9.497.880.268,-,2.858.203.559,-,9497880268.0,,2858203559.0,
- Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,- Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,- Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,4.652.273.221,-,119.671.233,-,4652273221.0,,119671233.0,
- Công ty Cổ phần Được phẩm Cửu Long,- Công ty Cổ phần Được phẩm Cửu Long,- Công ty Cổ phần Được phẩm Cửu Long,-,-,4.753.561.644,-,,,4753561644.0,
Phải thu các khoản chỉ hộ,Phải thu các khoản chỉ hộ,Phải thu các khoản chỉ hộ,1.349.003.400,-,-,-,1349003400.0,,,
- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Charlotte,- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Charlotte,- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Charlotte,13.000.000,-,-,,13000000.0,,,
- Công ty CP Được Phạm Cửu Long,- Công ty CP Được Phạm Cửu Long,- Công ty CP Được Phạm Cửu Long,1.336.003.400,-,-,,1336003400.0,,,
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,105.082.318.461,-,473.352.563.834,(261.937.491),105082318461.0,,473352563834.0,-261937491.0
Phải thu gốc hợp tác đầu tư (i) (ii),Phải thu gốc hợp tác đầu tư (i) (ii),Phải thu gốc hợp tác đầu tư (i) (ii),100.000.000.000,,447.385.143.728,(215.143.728),100000000000.0,,447385143728.0,-215143728.0
- Công ty Cổ phần Chứng khoán Dầu khí (i),- Công ty Cổ phần Chứng khoán Dầu khí (i),- Công ty Cổ phần Chứng khoán Dầu khí (i),-,-,65.000.000.000,-,,,65000000000.0,
- Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam (i),- Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam (i),- Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam (i),-,-,105.000.000.000,,,,105000000000.0,
- Công ty Cổ phần Đầu tư và Thương mại Phó Hiền Việt Nam (i),- Công ty Cổ phần Đầu tư và Thương mại Phó Hiền Việt Nam (i),- Công ty Cổ phần Đầu tư và Thương mại Phó Hiền Việt Nam (i),-,-,177.170.000.000,,,,177170000000.0,
- Công ty Cổ phần Đầu tư và Khoảng sản Hợp Thành (ii),- Công ty Cổ phần Đầu tư và Khoảng sản Hợp Thành (ii),- Công ty Cổ phần Đầu tư và Khoảng sản Hợp Thành (ii),100.000.000.000,-,-,,100000000000.0,,,
- Công ty Cổ phần Chứng khoán Everest (i),- Công ty Cổ phần Chứng khoán Everest (i),- Công ty Cổ phần Chứng khoán Everest (i),,,100.000.000.000,-,,,100000000000.0,
- Nguyễn Trương Ban,- Nguyễn Trương Ban,- Nguyễn Trương Ban,-,-,215.143.728,(215.143.728),,,215143728.0,-215143728.0
Phải thu về lãi hợp tác đầu tư trong đó:,Phải thu về lãi hợp tác đầu tư trong đó:,Phải thu về lãi hợp tác đầu tư trong đó:,-,-,16.619.066.723,(46.793.763),,,16619066723.0,-46793763.0
- Công ty Cổ phần Đầu tư và Thương mại Phó Hiền Việt Nam,- Công ty Cổ phần Đầu tư và Thương mại Phó Hiền Việt Nam,- Công ty Cổ phần Đầu tư và Thương mại Phó Hiền Việt Nam,-,-,730.766.109,-,,,730766109.0,
- Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam,- Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam,- Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam,-,-,13.500.410.961,-,,,13500410961.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,-,-,2.387.889.653,(46.793.763),,,2387889653.0,-46793763.0
Dự thu lãi tiền gửi có kỳ hạn,Dự thu lãi tiền gửi có kỳ hạn,Dự thu lãi tiền gửi có kỳ hạn,4.739.162.604,-,9.104.319.255,-,4739162604.0,,9104319255.0,
Tạm ứng phải thu cán bộ công nhân viên,Tạm ứng phải thu cán bộ công nhân viên,Tạm ứng phải thu cán bộ công nhân viên,245.841.788,-,187.643.858,-,245841788.0,,187643858.0,
