row_label_raw,row_label_full,Tên Công ty,Số cuối năm > Số CP,Số cuối năm > Giá trị hợp lý (VND),Số đầu năm > Số CP,Số đầu năm > Giá trị hợp lý (VND),numeric__Số cuối năm > Số CP,numeric__Số cuối năm > Giá trị hợp lý (VND),numeric__Số đầu năm > Số CP,numeric__Số đầu năm > Giá trị hợp lý (VND)
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),80.857.223 CP,255.508.824.680,60.642.923 CP,973.318.914.150,,255508824680.0,,973318914150.0
Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),42.402.616 CP,1.038.864.092.000,42.402.616 CP,1.687.624.116.800,,1038864092000.0,,1687624116800.0
