row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Dược phẩm Cửu Long > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,7.452.724.611,5.123.355.931,7452724611.0,5123355931.0
Thu hồi tiền hợp tác đầu tư,Công ty Cổ phần Dược phẩm Cửu Long > Thu hồi tiền hợp tác đầu tư,Thu hồi tiền hợp tác đầu tư,184.000.000.000,64.000.000.000,184000000000.0,64000000000.0
Chi tiền hợp tác đầu tư,Công ty Cổ phần Dược phẩm Cửu Long > Chi tiền hợp tác đầu tư,Chi tiền hợp tác đầu tư,-,248.000.000.000,,248000000000.0
Lợi nhuận từ hợp tác đầu tư,Công ty Cổ phần Dược phẩm Cửu Long > Lợi nhuận từ hợp tác đầu tư,Lợi nhuận từ hợp tác đầu tư,3.062.465.754,4.753.561.644,3062465754.0,4753561644.0
Thu lợi nhuận từ hợp tác đầu tư,Công ty Cổ phần Dược phẩm Cửu Long > Thu lợi nhuận từ hợp tác đầu tư,Thu lợi nhuận từ hợp tác đầu tư,7.816.027.398,-,7816027398.0,
"Mua hàng hóa, dịch vụ","Công ty Cổ phần Dược phẩm Cửu Long > Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",280.292.590,4.279.839.464,280292590.0,4279839464.0
Thu hộ - chi hộ trong kỳ,Công ty Cổ phần Dược phẩm Cửu Long > Thu hộ - chi hộ trong kỳ,Thu hộ - chi hộ trong kỳ,1.331.098.361,-,1331098361.0,
Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Nước khoáng Khánh Hòa > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,3.476.421.237,2.258.605.907,3476421237.0,2258605907.0
