row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
Nguyễn Văn Sang,Nguyễn Văn Sang,Nguyễn Văn Sang,Chủ tịch HDQT,60.000.000,60.000.000,,60000000.0,60000000.0
Nguyễn Thị Minh Nguyệt,Nguyễn Thị Minh Nguyệt,Nguyễn Thị Minh Nguyệt,Phó Chủ tịch HDQT/Tổng Giám đốc (đến ngày 05/01/2022),233.879.080,2.334.374.640,,233879080.0,2334374640.0
Cao Trọng Hoan,Cao Trọng Hoan,Cao Trọng Hoan,Thành viên HDQT,48.000.000,48.000.000,,48000000.0,48000000.0
Nguyễn Ninh Dũng,Nguyễn Ninh Dũng,Nguyễn Ninh Dũng,Thành viên HDQT (từ 17/6/2022),25.866.667,-,,25866667.0,
Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Thành viên HDQT (từ 17/6/2022)/ Phó TGD Thương trực,371.623.914,-,,371623914.0,
Vũ Anh Trọng,Vũ Anh Trọng,Vũ Anh Trọng,Thành viên độc lập HDQT (từ 17/6/2022),25.866.667,-,,25866667.0,
