row_label_raw,row_label_full,"A.7.23. Phải trả cổ tức, gốc và lãi trái phiếu- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn",Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
"A.7.23. Phải trả cổ tức, gốc và lãi trái phiếu- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn","A.7.23. Phải trả cổ tức, gốc và lãi trái phiếu- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn","A.7.23. Phải trả cổ tức, gốc và lãi trái phiếu- Phải trả cổ tức cho cổ đông hoặc lợi nhuận cho thành viên góp vốn",3.998.664.500,3.832.709.500,3998664500.0,3832709500.0
"A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác",Số cuối năm,Số đầu năm,,
"A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác > A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác",9.501.544.239,10.307.299.663,9501544239.0,10307299663.0
"A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác > A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác",2.642.834.139,3.712.496.562,2642834139.0,3712496562.0
"A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác > A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác","A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác",423.854.007,118.084.234,423854007.0,118084234.0
Cộng,"A.7.24. Thuế và các khoản phải nộp Nhà nước- Thuế thu nhập doanh nghiệp- Thuế thu nhập cá nhân- Các loại thuế khác- Các khoản phí, lệ phí và các khoản phải nộp khác > Cộng",Cộng,12.568.232.385,14.137.880.459,12568232385.0,14137880459.0
"A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản","A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản","A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản",Số cuối năm,Số đầu năm,,
"A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản","A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản > A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản","A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản",2.820.268.528,5.761.469.418,2820268528.0,5761469418.0
Cộng,"A.7.25. Chi phí phải trảPhí GDCK, phí lưu ký và chuyển khoản, phí đại lý mở tài khoản > Cộng",Cộng,2.820.268.528,5.761.469.418,2820268528.0,5761469418.0
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,Số cuối năm,Số đầu năm,,
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,265.201.057,,265201057.0,
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,132.000.000,,132000000.0,
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,55.980,,55980.0,
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,17.375.422,23.040.544,17375422.0,23040544.0
A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên > A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,A.7.26. Phải trả người bánCác đại lý mở tài khoảnCông ty CP Tư vấn Quy hoạch và Thẩm định giá SBACông ty TNHH MTV Viễn thông Quốc tế FPTCông ty CP Đầu tư và Địa ốc Hoàng LịchTổng Công ty Đầu tư tài chính Hà Thành - Công ty CPCông ty TNHH FBSCông ty CP HavicCông ty Cổ phần Phú TăngCông ty Cổ phần Đầu tư và Thương mại Thái MinhCông ty CP Đầu tư Châu ÂuCông ty Luật TNHH Hưng Nguyên,34.055.332,64.608.761,34055332.0,64608761.0
