row_label_raw,row_label_full,STT,Các bên liên quan,Mối quan hệ,Nội dung giao dịch,Số tiền > Năm 2019,Số tiền > Năm 2018,numeric__Các bên liên quan,numeric__Mối quan hệ,numeric__Nội dung giao dịch,numeric__Số tiền > Năm 2019,numeric__Số tiền > Năm 2018
1,1,1,Công ty Cổ Phần FPT,Cổ đông lớn (20% Vốn điều lệ),"Phí dịch vụ in Sổ CNSHCP, Phí dịch vụ trả hộ cổ tức, Phí lưu ký",131.783.870,132.813.414,,,,131783870.0,132813414.0
2,2,2,Công ty Cổ phần Viễn Thông FPT,Bên có liên quan,"Dịch vụ viễn thông, dịch vụ tư vấn tổ chức Đại hội đồng cổ đông",168.300.000,168.300.000,,,,168300000.0,168300000.0
3,3,3,Công ty TNHH Hệ thống thông tin FPT,Bên có liên quan,Dịch vụ viễn thông,446.295.300,809.164.000,,,,446295300.0,809164000.0
4,4,4,Chi nhánh Công ty TNHH MTV Viễn thông Quốc tế FPT,Bên có liên quan,Dịch vụ viễn thông,941.157.800,553.482.600,,,,941157800.0,553482600.0
5,5,5,Công ty TNHH MTV Viễn Thông Quốc tế FPT,Bên có liên quan,Dịch vụ viễn thông,39.259.980,33.264.000,,,,39259980.0,33264000.0
6,6,6,Chi Nhánh Công Ty Cổ Phần Viễn Thông FPT,Bên có liên quan,Thiết bị tin học,99.000.000,104.280.000,,,,99000000.0,104280000.0
