row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
A. TÀI SẢN NGÁN HẠN (100 = 110 + 130),A. TÀI SẢN NGÁN HẠN (100 = 110 + 130),A. TÀI SẢN NGÁN HẠN (100 = 110 + 130),100,,2.325.137.952.302,2.294.771.906.353,100.0,,2325137952302.0,2294771906353.0
I. Tài sản tài chính,I. Tài sản tài chính,I. Tài sản tài chính,110,,2.322.305.439.018,2.290.690.175.641,110.0,,2322305439018.0,2290690175641.0
1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,111,A.7.1,50.280.157.184,458.055.059.707,111.0,,50280157184.0,458055059707.0
1.1. Tiền,1.1. Tiền,1.1. Tiền,111.1,,50.280.157.184,218.055.059.707,1111.0,,50280157184.0,218055059707.0
1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,111.2,,,240.000.000.000,1112.0,,,240000000000.0
2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),112,A.7.3.1,470.351.407.947,268.753.379.878,112.0,,470351407947.0,268753379878.0
4. Các khoản cho vay,4. Các khoản cho vay,4. Các khoản cho vay,114,A.7.3.2,1.803.294.121.910,1.560.722.678.544,114.0,,1803294121910.0,1560722678544.0
6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,116,A.7.4,(10.885.787.729),(10.884.281.110),116.0,,-10885787729.0,-10884281110.0
7. Các khoản phải thu,7. Các khoản phải thu,7. Các khoản phải thu,117,,7.204.466.247,11.597.593.863,117.0,,7204466247.0,11597593863.0
"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,A.7.5.1,7.204.466.247,11.597.593.863,1172.0,,7204466247.0,11597593863.0
"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",117.3,,102.088.528,100.549.041,1173.0,,102088528.0,100549041.0
"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",117.4,,7.102.377.719,11.497.044.824,1174.0,,7102377719.0,11497044824.0
8. Trả trước cho người bán,8. Trả trước cho người bán,8. Trả trước cho người bán,118,,215.014.630,436.219.118,118.0,,215014630.0,436219118.0
9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,119,A.7.5.3,1.548.651.357,1.575.628.189,119.0,,1548651357.0,1575628189.0
12. Các khoản phải thu khác,12. Các khoản phải thu khác,12. Các khoản phải thu khác,122,A.7.5.4,348.007.472,624.047.450,122.0,,348007472.0,624047450.0
13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),129,A.7.6,(50.600.000),(190.150.000),129.0,,-50600000.0,-190150000.0
II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,130,,2.832.513.284,4.081.730.712,130.0,,2832513284.0,4081730712.0
1. Tạm ứng,1. Tạm ứng,1. Tạm ứng,131,,,,131.0,,,
"2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ",132,A.7.7,951.388.523,1.749.208.938,132.0,,951388523.0,1749208938.0
3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,133,A.7.8a,1.197.635.483,1.273.695.730,133.0,,1197635483.0,1273695730.0
"4. Cẩm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cẩm cố, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cẩm cố, thế chấp, ký quỹ, ký cược ngắn hạn",134,,8.800.000,8.800.000,134.0,,8800000.0,8800000.0
5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,135,,291.453.289,1.017.816.455,135.0,,291453289.0,1017816455.0
6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,136,,383.235.989,32.209.589,136.0,,383235989.0,32209589.0
B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),200,,198.516.610.364,206.941.009.820,200.0,,198516610364.0,206941009820.0
I. Tài sản tài chính dài hạn,I. Tài sản tài chính dài hạn,I. Tài sản tài chính dài hạn,210,,,,210.0,,,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,166.591.242.016,174.929.035.286,220.0,,166591242016.0,174929035286.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,A.7.10,147.616.784.289,155.722.047.274,221.0,,147616784289.0,155722047274.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,218.681.180.749,214.364.771.679,222.0,,218681180749.0,214364771679.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),223a,,(71.064.396.460),(58.642.724.405),,,-71064396460.0,-58642724405.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,,,,224.0,,,
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,A.7.11,18.974.457.727,19.206.988.012,227.0,,18974457727.0,19206988012.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,43.683.737.761,43.672.561.761,228.0,,43683737761.0,43672561761.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),229a,,(24.709.280.034),(24.465.573.749),,,-24709280034.0,-24465573749.0
