row_label_raw,row_label_full,447.381.357,686.178.189,numeric__686.178.189
Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,
1.708.255.790.726,Số cuối năm > 1.708.255.790.726,1.708.255.790.726,1.514.718.866.735,1514718866735.0
1.708.255.790.726,Số cuối năm > 1.708.255.790.726,1.708.255.790.726,1.514.718.866.735,1514718866735.0
7.102.377.719,Số cuối năm > 7.102.377.719,7.102.377.719,9.675.264.002,9675264002.0
7.102.377.719,Số cuối năm > 7.102.377.719,7.102.377.719,9.675.264.002,9675264002.0
95.136.170.012,Số cuối năm > 95.136.170.012,95.136.170.012,46.104.358.919,46104358919.0
95.034.081.484,Số cuối năm > 95.034.081.484,95.034.081.484,46.003.809.878,46003809878.0
95.034.081.484,Số cuối năm > 95.034.081.484,95.034.081.484,46.003.809.878,46003809878.0
102.088.528,Số cuối năm > 102.088.528,102.088.528,100.549.041,100549041.0
102.088.528,Số cuối năm > 102.088.528,102.088.528,100.549.041,100549041.0
4.249.700,Số cuối năm > 4.249.700,4.249.700,1.931,1931.0
1.810.498.588.157,Số cuối năm > 1.810.498.588.157,1.810.498.588.157,1.570.498.491.587,1570498491587.0
