row_label_raw,row_label_full,STT,Các loại tài sản tài chính,Số cuối năm > Giá mua,Số cuối năm > Giá trị thị trường hoặc giá trị hợp lý kỳ này,Số cuối năm > CL đánh giá kỳ này > Chênh lệch tăng,Số cuối năm > CL đánh giá kỳ này > Chênh lệch giảm,Số cuối năm > Giá trị đánh giá lại,Số đầu năm > Giá mua,Số đầu năm > Giá trị thị trường hoặc giá trị hợp lý kỳ trước,Số đầu năm > CL đánh giá kỳ trước > Chênh lệch tăng,Số đầu năm > CL đánh giá kỳ trước > Chênh lệch giảm,Số đầu năm > Giá trị đánh giá lại,numeric__Các loại tài sản tài chính,numeric__Số cuối năm > Giá mua,numeric__Số cuối năm > Giá trị thị trường hoặc giá trị hợp lý kỳ này,numeric__Số cuối năm > CL đánh giá kỳ này > Chênh lệch tăng,numeric__Số cuối năm > CL đánh giá kỳ này > Chênh lệch giảm,numeric__Số cuối năm > Giá trị đánh giá lại,numeric__Số đầu năm > Giá mua,numeric__Số đầu năm > Giá trị thị trường hoặc giá trị hợp lý kỳ trước,numeric__Số đầu năm > CL đánh giá kỳ trước > Chênh lệch tăng,numeric__Số đầu năm > CL đánh giá kỳ trước > Chênh lệch giảm,numeric__Số đầu năm > Giá trị đánh giá lại
A,A,A,B,1,2,3=(2-1),4=(1-2),5=(1+3-4),6,7,8=(7-6),9=(6-7),10=(6+8-9),,1.0,2.0,,,,6.0,7.0,,,
I,I,I,FVTPL,,,,,,,,,,,,,,,,,,,,,
1,I > 1,1,Cổ phiếu,16.702.133.559,290.351.407.947,273.772.018.565,122.744.177,290.351.407.947,16.588.505.607,268.753.379.878,252.341.860.391,176.986.120,268.753.379.878,,16702133559.0,290351407947.0,273772018565.0,122744177.0,290351407947.0,16588505607.0,268753379878.0,252341860391.0,176986120.0,268753379878.0
"1,1","I > 1,1","1,1","Cổ phiếu niêm yết, đăng ký GD",14.695.643.726,288.344.918.114,273.772.018.565,122.744.177,288.344.918.114,14.581.140.674,266.746.014.945,252.341.860.391,176.986.120,266.746.014.945,,14695643726.0,288344918114.0,273772018565.0,122744177.0,288344918114.0,14581140674.0,266746014945.0,252341860391.0,176986120.0,266746014945.0
,,,DCF - CTCP xây dựng số 1,840.024,714.000,,126.024,714.000,389.840.024,292.380.000,,97.460.024,292.380.000,,840024.0,714000.0,,126024.0,714000.0,389840024.0,292380000.0,,97460024.0,292380000.0
,,,MSH - CTCP May Sông Hồng,13.450.000.000,287.064.000.000,273.614.000.000,,287.064.000.000,13.450.000.000,265.680.000.000,252.230.000.000,,265.680.000.000,,13450000000.0,287064000000.0,273614000000.0,,287064000000.0,13450000000.0,265680000000.0,252230000000.0,,265680000000.0
,,,Cổ phiếu niêm yết khác,1.244.803.702,1.280.204.114,158.018.565,122.618.153,1.280.204.114,741.300.650,773.634.945,111.860.391,79.526.096,773.634.945,,1244803702.0,1280204114.0,158018565.0,122618153.0,1280204114.0,741300650.0,773634945.0,111860391.0,79526096.0,773634945.0
"1,2","I > 1,2","1,2",Cổ phiếu chưa niêm yết,2.006.489.833,2.006.489.833,,,2.006.489.833,2.007.364.933,2.007.364.933,,,2.007.364.933,,2006489833.0,2006489833.0,,,2006489833.0,2007364933.0,2007364933.0,,,2007364933.0
,,,CIC8 - CTCP đầu tư xây dựng số 8,2.000.000.000,2.000.000.000,,,2.000.000.000,2.000.000.000,2.000.000.000,,,2.000.000.000,,2000000000.0,2000000000.0,,,2000000000.0,2000000000.0,2000000000.0,,,2000000000.0
,,,Cổ phiếu chưa niêm yết khác,6.489.833,6.489.833,,,6.489.833,7.364.933,7.364.933,,,7.364.933,,6489833.0,6489833.0,,,6489833.0,7364933.0,7364933.0,,,7364933.0
2,2,2,Trái phiếu,,,,,,,,,,,,,,,,,,,,,
3,2 > 3,3,Tiền gửi có kỳ hạn cố định,180.000.000.000,180.000.000.000,,,180.000.000.000,,,,,,,180000000000.0,180000000000.0,,,180000000000.0,,,,,
II,II,II,AFS,,,,,,,,,,,,,,,,,,,,,
,,,Công,196.702.133.559,470.351.407.947,273.772.018.565,122.744.177,470.351.407.947,16.588.505.607,268.753.379.878,252.341.860.391,176.986.120,268.753.379.878,,196702133559.0,470351407947.0,273772018565.0,122744177.0,470351407947.0,16588505607.0,268753379878.0,252341860391.0,176986120.0,268753379878.0
