row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),300,,412.633.077.351,526.536.414.023,300.0,,412633077351.0,526536414023.0
I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,310,,412.633.077.351,526.536.414.023,310.0,,412633077351.0,526536414023.0
1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,311,A.7.28,361.500.000.000,477.200.000.000,311.0,,361500000000.0,477200000000.0
1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,312,,361.500.000.000,477.200.000.000,312.0,,361500000000.0,477200000000.0
1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,313,,,,313.0,,,
6. Phải trả hoạt động giao dịch chứng khoán,6. Phải trả hoạt động giao dịch chứng khoán,6. Phải trả hoạt động giao dịch chứng khoán,318,,,,318.0,,,
8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,320,A.7.26,462.956.033,138.028.883,320.0,,462956033.0,138028883.0
9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,321,,2.154.775.000,1.706.560.000,321.0,,2154775000.0,1706560000.0
10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,322,A.7.24,12.568.232.385,14.137.880.459,322.0,,12568232385.0,14137880459.0
11. Phải trả người lao động,11. Phải trả người lao động,11. Phải trả người lao động,323,,7.666.368.000,10.317.522.364,323.0,,7666368000.0,10317522364.0
12.Các khoản trích nộp phúc lợi nhân viên,12.Các khoản trích nộp phúc lợi nhân viên,12.Các khoản trích nộp phúc lợi nhân viên,324,,953.203.375,919.293.862,324.0,,953203375.0,919293862.0
