row_label_raw,row_label_full,A.7.7. Hàng tồn kho- Vật tư văn phòng,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,A.7.7. Hàng tồn kho- Vật tư văn phòng,951.388.523,1.749.208.938,951388523.0,1749208938.0
Công,Công,Công,951.388.523,1.749.208.938,951388523.0,1749208938.0
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...)",Số cuối năm,Số đầu năm,,
"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...) > A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...)",1.197.635.483,1.273.695.730,1197635483.0,1273695730.0
"b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)","A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...) > b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)","b. Chi phí trả trước dài hạn(bao gồm: CP đường truyền, phần mềm kí số, sửa chữa nhà cửa...)",1.056.859.734,1.161.805.344,1056859734.0,1161805344.0
Công,"A.7.8. Chi phí trả trướca. Chi phí trả trước ngắn hạn(bao gồm: CP đường truyền, quản lý thành viên và kết nối hai sò,bảo hành bảo trì phần mềm thiết bị...) > Công",Công,2.254.495.217,2.435.501.074,2254495217.0,2435501074.0
A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,Số cuối năm,Số đầu năm,,
A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm > A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,10.120.000.000,10.120.000.000,10120000000.0,10120000000.0
A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm > A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,14.482.731.824,14.482.731.824,14482731824.0,14482731824.0
A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm > A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm,5.416.026.220,5.397.686.796,5416026220.0,5397686796.0
Công,A.7.9.Tiền nộp Quỹ Hồ trợ thanh toán- Tiền nộp ban đầu- Tiền nộp bổ sung- Tiền lãi phân bổ trong năm > Công,Công,30.018.758.044,30.000.418.620,30018758044.0,30000418620.0
