row_label_raw,row_label_full,STT,Chi tiết thu nhập khác,Năm 2019,Năm 2018,numeric__Chi tiết thu nhập khác,numeric__Năm 2019,numeric__Năm 2018
1,1,1,Thu nhập từ thanh lý TSCĐ,,506.181.817,,,506181817.0
2,2,2,Doanh thu bán Token card,81.518.265,190.745.620,,81518265.0,190745620.0
3,3,3,Thu nhập từ phí c.tiền của NDT,1.315.878.165,1.374.945.047,,1315878165.0,1374945047.0
4,4,4,Thu nhập khác,15.225.072.747,25.289.791.948,,15225072747.0,25289791948.0
,,,Công,16.622.469.177,27.361.664.432,,16622469177.0,27361664432.0
