row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,4.724.747.787.138,5.625.273.805.528,,,4724747787138.0,5625273805528.0
210,210,210,I. Các khoản phải thu dài hạn,,-,599.932.824.894,,,,599932824894.0
215,215,215,1. Phải thu về cho vay dài hạn,27,-,599.932.824.894,,27.0,,599932824894.0
220,220,220,II. Tài sản cố định,,4.295.398.644.745,4.554.501.241.725,,,4295398644745.0,4554501241725.0
221,221,221,1. Tài sản cố định hữu hình,10,4.295.137.471.583,4.553.837.434.187,,10.0,4295137471583.0,4553837434187.0
222,222,222,Nguyên giá,,14.939.601.502.705,14.833.696.766.778,,,14939601502705.0,14833696766778.0
223,223,223,Giá trị khấu hao lũy kế,,(10.644.464.031.122),(10.279.859.332.591),,,-10644464031122.0,-10279859332591.0
227,227,227,2. Tài sản cố định vô hình,,261.173.162,663.807.538,,,261173162.0,663807538.0
228,228,228,Nguyên giá,,2.335.628.057,2.335.628.057,,,2335628057.0,2335628057.0
229,229,229,Giá trị khấu hao lũy kế,,(2.074.454.895),(1.671.820.519),,,-2074454895.0,-1671820519.0
240,240,240,III. Tài sản dở dang dài hạn,,12.032.167.083,100.596.498.555,,,12032167083.0,100596498555.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,12.032.167.083,100.596.498.555,,11.0,12032167083.0,100596498555.0
250,250,250,IV. Đầu tư tài chính dài hạn,12,319.439.200.000,279.439.200.000,,12.0,319439200000.0,279439200000.0
251,251,251,1. Đầu tư vào công ty con,,112.000.000.000,112.000.000.000,,,112000000000.0,112000000000.0
252,252,252,2. Đầu tư vào công ty liên kết,,100.079.200.000,100.079.200.000,,,100079200000.0,100079200000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,37.360.000.000,37.360.000.000,,,37360000000.0,37360000000.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,70.000.000.000,30.000.000.000,,,70000000000.0,30000000000.0
260,260,260,V. Tài sản dài hạn khác,,97.877.775.310,90.804.040.354,,,97877775310.0,90804040354.0
261,261,261,1. Chi phí trả trước dài hạn,13,25.975.684.523,35.805.666.790,,13.0,25975684523.0,35805666790.0
263,263,263,"2. Thiết bị vật tư, phụ tùng thay thế dài hạn",9,71.902.090.787,54.998.373.564,,9.0,71902090787.0,54998373564.0
270,270,270,TỔNG CỘNG TÀI SẢN,,7.164.799.231.325,7.681.712.090.394,,,7164799231325.0,7681712090394.0
