row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận trước thuế Điều chỉnh cho các khoản:,,1.103.825.248.082,1.368.741.964.663,,,1103825248082.0,1368741964663.0
02,02,02,Khấu hao tài sản cố định hữu hình và hao mòn tài sản cố định vô hình,,365.007.332.907,355.347.485.383,,,365007332907.0,355347485383.0
03,03,03,Các khoản dự phòng,,317.409.338,93.295.585,,,317409338.0,93295585.0
04,04,04,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(25.993.614.572),(24.661.703.217),,,-25993614572.0,-24661703217.0
05,05,05,Lãi từ hoạt động đầu tư,,(121.398.251.321),(144.035.737.250),,,-121398251321.0,-144035737250.0
06,06,06,Chỉ phí lãi vay,,30.097.788.674,38.081.939.501,,,30097788674.0,38081939501.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.351.855.913.108,1.593.567.244.665,,,1351855913108.0,1593567244665.0
09,09,09,Giảm/(tăng) các khoản phải thu,,317.038.074.576,(651.707.127.814),,,317038074576.0,-651707127814.0
10,10,10,Giảm hàng tồn kho,,6.120.747.794,3.019.380.525,,,6120747794.0,3019380525.0
11,11,11,Tăng/(giảm) các khoản phải trả,,1.644.079.452,(68.714.138.155),,,1644079452.0,-68714138155.0
12,12,12,Giảm/(tăng) chi phí trả trước,,10.064.051.724,(10.196.629.219),,,10064051724.0,-10196629219.0
14,14,14,Tiền lãi vay đã trả,,(31.168.030.767),(40.247.656.620),,,-31168030767.0,-40247656620.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(170.428.539.606),(241.387.755.973),,,-170428539606.0,-241387755973.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(49.329.727.321),(47.692.063.774),,,-49329727321.0,-47692063774.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.435.796.568.960,536.641.253.635,,,1435796568960.0,536641253635.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(89.118.492.088),(26.445.939.750),,,-89118492088.0,-26445939750.0
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(970.000.000.000),(100.000.000.000),,,-970000000000.0,-100000000000.0
24,24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,869.932.824.894,402.980.000.000,,,869932824894.0,402980000000.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,131.297.137.569,146.668.366.086,,,131297137569.0,146668366086.0
30,30,30,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động đầu tư,,(57.888.529.625),423.202.426.336,,,-57888529625.0,423202426336.0
