row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
"Lãi tiền gửi, cho vay","Lãi tiền gửi, cho vay","Lãi tiền gửi, cho vay",21.270.113.322,37.916.738.857,21270113322.0,37916738857.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,11.929.534.500,5.403.149.555,11929534500.0,5403149555.0
Phải thu khác,Phải thu khác,Phải thu khác,46.290.398,1.281.223.652,46290398.0,1281223652.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,33.245.938.220,44.601.112.064,33245938220.0,44601112064.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu đối với các bên khác,Trong đó: > Phải thu đối với các bên khác,Phải thu đối với các bên khác,21.316.403.720,747.305.754,21316403720.0,747305754.0
Phải thu bên liên quan (Thuyết minh số 27),Trong đó: > Phải thu bên liên quan (Thuyết minh số 27),Phải thu bên liên quan (Thuyết minh số 27),11.929.534.500,43.853.806.310,11929534500.0,43853806310.0
