row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Lê Văn Quang,Tên > Ông Lê Văn Quang,Ông Lê Văn Quang,Chủ tịch HĐQT,984.812.712,1.149.029.000,,984812712.0,1149029000.0
Ông Đặng Văn Cường,Tên > Ông Đặng Văn Cường,Ông Đặng Văn Cường,"Thành viên HĐQT, Tổng Giám đốc",947.482.572,1.105.560.000,,947482572.0,1105560000.0
Ông Đỗ Minh Lộc,Tên > Ông Đỗ Minh Lộc,Ông Đỗ Minh Lộc,"Thành viên HĐQT, Phó Tổng Giám đốc",843.700.632,983.904.500,,843700632.0,983904500.0
Ông Nguyễn Đình Chiến Bà Đình Hải Ninh,Tên > Ông Nguyễn Đình Chiến Bà Đình Hải Ninh,Ông Nguyễn Đình Chiến Bà Đình Hải Ninh,Phó Tổng Giám đốc,843.700.632,983.904.500,,843700632.0,983904500.0
Ông Nguyễn Đình Chiến Bà Đình Hải Ninh,Tên > Ông Nguyễn Đình Chiến Bà Đình Hải Ninh,Ông Nguyễn Đình Chiến Bà Đình Hải Ninh,Trường Ban Kiểm soát,168.910.272,187.647.000,,168910272.0,187647000.0
Ông Nguyễn Đăng Dung,Tên > Ông Nguyễn Đăng Dung,Ông Nguyễn Đăng Dung,Trường Ban Kiểm soát (Miễn nhiệm ngày 27 tháng 4 năm 2023),-,79.269.702,,,79269702.0
Ông Phạm Việt Kỳ,Tên > Ông Phạm Việt Kỳ,Ông Phạm Việt Kỳ,Thành viên Ban Kiểm soát chuyên trách,764.195.640,899.143.000,,764195640.0,899143000.0
Ông Đặng Văn Minh,Tên > Ông Đặng Văn Minh,Ông Đặng Văn Minh,Thành viên Ban Kiểm soát,161.872.344,179.829.000,,161872344.0,179829000.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,4.714.674.804,5.568.286.702,,4714674804.0,5568286702.0
