row_label_raw,row_label_full,Vay ngắn hạnVay dài hạn đến hạn trả (Thuyết minh số 18.1),Số đầu năm > Giá trị > 101.389.844.451,Số đầu năm > Số có khả năng trả nợ > 101.389.844.451,Phát sinh trong năm > Tăng > 100.003.903.069,Phát sinh trong năm > Giảm > (99.947.483.835),Phát sinh trong năm > Chênh lệch tỷ giá > (965.941.145),Đơn vị tính: VND > Số cuối năm > 100.480.322.540,Đơn vị tính: VND > Số cuối năm > 100.480.322.540_1,numeric__Số đầu năm > Giá trị > 101.389.844.451,numeric__Số đầu năm > Số có khả năng trả nợ > 101.389.844.451,numeric__Phát sinh trong năm > Tăng > 100.003.903.069,numeric__Phát sinh trong năm > Giảm > (99.947.483.835),numeric__Phát sinh trong năm > Chênh lệch tỷ giá > (965.941.145),numeric__Đơn vị tính: VND > Số cuối năm > 100.480.322.540,numeric__Đơn vị tính: VND > Số cuối năm > 100.480.322.540_1
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,101.389.844.451,101.389.844.451,100.003.903.069,(99.947.483.835),(965.941.145),100.480.322.540,100.480.322.540,101389844451.0,101389844451.0,100003903069.0,-99947483835.0,-965941145.0,100480322540.0,100480322540.0
Vay dài hạnVay dài hạn(Thuyết minh số 18.1),Vay dài hạnVay dài hạn(Thuyết minh số 18.1),Vay dài hạnVay dài hạn(Thuyết minh số 18.1),1.228.281.764.255,1.228.281.764.255,-,(100.003.903.069),(25.022.164.970),1.103.255.696.216,1.103.255.696.216,1228281764255.0,1228281764255.0,,-100003903069.0,-25022164970.0,1103255696216.0,1103255696216.0
Vay dài hạnVay dài hạn(Thuyết minh số 18.1),Vay dài hạnVay dài hạn(Thuyết minh số 18.1),Vay dài hạnVay dài hạn(Thuyết minh số 18.1),1.228.281.764.255,1.228.281.764.255,-,(100.003.903.069),(25.022.164.970),1.103.255.696.216,1.103.255.696.216,1228281764255.0,1228281764255.0,,-100003903069.0,-25022164970.0,1103255696216.0,1103255696216.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.329.671.608.706,1.329.671.608.706,100.003.903.069,(199.951.386.904),(25.988.106.115),1.203.736.018.756,1.203.736.018.756,1329671608706.0,1329671608706.0,100003903069.0,-199951386904.0,-25988106115.0,1203736018756.0,1203736018756.0
