row_label_raw,row_label_full,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết
Công ty TNHH MTVKhách sạn Becamex,Công ty TNHH MTVKhách sạn Becamex,Công ty TNHH MTVKhách sạn Becamex,"Becamex Hotel, 230 Đại lộBình Dương, Phường Phú Lợi,TP. Hồ Chí Minh, Việt Nam","Kinh doanh nhà hàng và dịchvụ ăn uống, tổ chức sự kiện,dịch vụ khách sạn, đại lý vếmáy bay, tàu hoà.",100%,100%,100%,,,1.0,1.0,1.0
Công ty TNHH MTVXây dựng IJC (trướcđầy là Công ty TNHHMTV Thương mạiBecamex),Công ty TNHH MTVXây dựng IJC (trướcđầy là Công ty TNHHMTV Thương mạiBecamex),Công ty TNHH MTVXây dựng IJC (trướcđầy là Công ty TNHHMTV Thương mạiBecamex),"Becamex Tower, 230 Đại lộBình Dương, Phường Phú Lợi,TP. Hồ Chí Minh, Việt Nam","Kinh doanh hoạt động trungtâm thương mại, du lịch, vậntải hành khách, đại lý vé máybay, tàu hoà.",100%,100%,100%,,,1.0,1.0,1.0
Công ty TNHH MTVWTC Bình Dương(*),Công ty TNHH MTVWTC Bình Dương(*),Công ty TNHH MTVWTC Bình Dương(*),"B11, Hùng Vương, PhườngBình Dương, TP. Hồ ChíMinh, Việt Nam","Hoạt động tư vấn quản lý,quảng cáo, tổ chức giới thiệuvà xúc tiến thương mại.",100%,100%,100%,,,1.0,1.0,1.0
