row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,46.350.986.114,,60.406.784.945,,46350986114.0,,60406784945.0,
Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,27.652.555.042,,27.703.478.871,,27652555042.0,,27703478871.0,
Công ty TNHH MTV Khách sạn Becamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạn Becamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạn Becamex - Phải thu tiền cổ tức,12.787.345.704,,24.551.109.523,,12787345704.0,,24551109523.0,
Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex) - Phải thu tiền cổ tức,Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex) - Phải thu tiền cổ tức,Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex) - Phải thu tiền cổ tức,1.612.090.292,,4.093.959.869,,1612090292.0,,4093959869.0,
Công ty TNHH MTV WTC Bình Dương - Phải thu tiền cổ tức,Công ty TNHH MTV WTC Bình Dương - Phải thu tiền cổ tức,Công ty TNHH MTV WTC Bình Dương - Phải thu tiền cổ tức,4.298.995.076,,4.053.633.529,,4298995076.0,,4053633529.0,
Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex) - Phải thu tiền phí bảo hiểm cháy nổ,Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex) - Phải thu tiền phí bảo hiểm cháy nổ,Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex) - Phải thu tiền phí bảo hiểm cháy nổ,,-,4.603.153,,,,4603153.0,
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,11.928.511.067,,5.726.444.675,,11928511067.0,,5726444675.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,1.112.952.849,,119.040.732,,1112952849.0,,119040732.0,
Lãi dự thu,Lãi dự thu,Lãi dự thu,6.457.714.999,,29.397.260,,6457714999.0,,29397260.0,
Tạm ứng công tác,Tạm ứng công tác,Tạm ứng công tác,313.191.946,,420.685.267,,313191946.0,,420685267.0,
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",40.000.000,,40.000.000,,40000000.0,,40000000.0,
Phải thu tiền chỉ hộ làm số cho khách hàng,Phải thu tiền chỉ hộ làm số cho khách hàng,Phải thu tiền chỉ hộ làm số cho khách hàng,605.957.041,,1.716.023.684,,605957041.0,,1716023684.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,3.398.694.232,,3.401.297.732,,3398694232.0,,3401297732.0,
Cộng,Cộng,Cộng,58.279.497.181,,66.133.229.620,,58279497181.0,,66133229620.0,
