row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả các bên liên quan,Phải trả các bên liên quan,Phải trả các bên liên quan,40.253.020.404,665.443.828.432,40253020404.0,665443828432.0
Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,21.987.334.216,-,21987334216.0,
Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex),Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex),Công ty TNHH MTV Xây dựng IJC (trước đây là Công ty TNHH MTV Thương mại Becamex),10.376.922.591,1.692.960.623,10376922591.0,1692960623.0
Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,4.017.225.000,660.488.381.521,4017225000.0,660488381521.0
Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,2.533.855.747,2.433.847.945,2533855747.0,2433847945.0
Công ty TNHH Dịch vụ và Xây dựng Tấn Hảo Phát,Công ty TNHH Dịch vụ và Xây dựng Tấn Hảo Phát,Công ty TNHH Dịch vụ và Xây dựng Tấn Hảo Phát,1.205.935.270,158.887.952,1205935270.0,158887952.0
Trường Đại học Quốc tế Miền Đông,Trường Đại học Quốc tế Miền Đông,Trường Đại học Quốc tế Miền Đông,128.115.000,128.115.000,128115000.0,128115000.0
Công ty TNHH MTV WTC Bình Dương,Công ty TNHH MTV WTC Bình Dương,Công ty TNHH MTV WTC Bình Dương,3.632.580,-,3632580.0,
Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,-,541.635.391,,541635391.0
Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,Phải trả các nhà cung cấp khác,34.814.478.703,16.583.510.299,34814478703.0,16583510299.0
Công ty Cổ phần Sản giao dịch Bất động sản An Home Bình Dương,Công ty Cổ phần Sản giao dịch Bất động sản An Home Bình Dương,Công ty Cổ phần Sản giao dịch Bất động sản An Home Bình Dương,22.567.289.256,-,22567289256.0,
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,12.247.189.447,16.583.510.299,12247189447.0,16583510299.0
Cộng,Cộng,Cộng,75.067.499.107,682.027.338.731,75067499107.0,682027338731.0
