row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Kết chuyển từ vay và nợ dài hạn,Số tiền vay đã trả trong năm,Phân bổ chi phí phát hành trái phiếu,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Kết chuyển từ vay và nợ dài hạn,numeric__Số tiền vay đã trả trong năm,numeric__Phân bổ chi phí phát hành trái phiếu,numeric__Số cuối năm
Vay ngắn hạn các bên liên quan,Vay ngắn hạn các bên liên quan,Vay ngắn hạn các bên liên quan,4.500.000.000,-,-,(4.500.000.000),-,-,4500000000.0,,,-4500000000.0,,
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,493.514.326.138,511.590.205.940,-,(919.521.999.663),-,85.582.532.415,493514326138.0,511590205940.0,,-919521999663.0,,85582532415.0
Vay ngắn hạn các cá nhân,Vay ngắn hạn các cá nhân,Vay ngắn hạn các cá nhân,2.000.000.000,-,-,(2.000.000.000),-,-,2000000000.0,,,-2000000000.0,,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,-,-,62.396.956.490,(62.113.414.418),-,283.542.072,,,62396956490.0,-62113414418.0,,283542072.0
Trái phiếu thường dài hạn đến hạn trả,Trái phiếu thường dài hạn đến hạn trả,Trái phiếu thường dài hạn đến hạn trả,151.352.500.000,-,-,(153.000.000.000),1.647.500.000,-,151352500000.0,,,-153000000000.0,1647500000.0,
Cộng,Cộng,Cộng,651.366.826.138,511.590.205.940,62.396.956.490,(1.141.135.414.081),1.647.500.000,85.866.074.487,651366826138.0,511590205940.0,62396956490.0,-1141135414081.0,1647500000.0,85866074487.0
