row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do trích lập từ lợi nhuận,Chi quỹ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do trích lập từ lợi nhuận,numeric__Chi quỹ trong năm,numeric__Số cuối năm
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",48.317.731.683,12.180.427.815,(16.815.374.165),43.682.785.333,48317731683.0,12180427815.0,-16815374165.0,43682785333.0
"Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành",190.200.000,-,-,190.200.000,190200000.0,,,190200000.0
Cộng,Cộng,Cộng,48.507.931.683,12.180.427.815,(16.815.374.165),43.872.985.333,48507931683.0,12180427815.0,-16815374165.0,43872985333.0
