row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,,562.844.338.156,293.667.435.314,,1.0,,562844338156.0,293667435314.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,,,
-,2. > -,-,Khấu hao tài sản cố định và bắt động sản đầu tư,02,V.9;V.10;V.11,62.522.657.858,63.788.388.464,,2.0,,62522657858.0,63788388464.0
-,2. > -,-,Các khoản dự phòng,03,V.6,1.035.489.559,(811.276.104),,3.0,,1035489559.0,-811276104.0
-,2. > -,-,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,-,-,,4.0,,,
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,VI.4,(66.700.938.385),(63.805.337.217),,5.0,,-66700938385.0,-63805337217.0
-,2. > -,-,Chi phí lãi vay,06,VI.5,46.315.942.753,46.487.152.770,,6.0,,46315942753.0,46487152770.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,-,-,,7.0,,,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,606.017.489.941,339.326.363.227,,8.0,,606017489941.0,339326363227.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,(577.418.271.089),59.388.345.399,,9.0,,-577418271089.0,59388345399.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,287.503.699.940,(1.197.191.149.562),,10.0,,287503699940.0,-1197191149562.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,(469.886.689.512),185.046.233.805,,11.0,,-469886689512.0,185046233805.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,12.626.283.857,7.182.186.874,,12.0,,12626283857.0,7182186874.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. > -,-,Tiền lãi vay đã trả,14,V.17; VI.5,(44.774.711.022),(52.609.585.449),,14.0,,-44774711022.0,-52609585449.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,V.15,(86.009.727.030),(162.569.683.801),,15.0,,-86009727030.0,-162569683801.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,,16.0,,,
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,V.20,(16.815.374.165),(17.478.858.334),,17.0,,-16815374165.0,-17478858334.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(288.757.299.080),(838.906.147.841),,20.0,,-288757299080.0,-838906147841.0
