row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con Công ty TNHH MTVKhách sạn Becamex (i),Đầu tư vào công ty con Công ty TNHH MTVKhách sạn Becamex (i),Đầu tư vào công ty con Công ty TNHH MTVKhách sạn Becamex (i),48.377.481.005,-,36.377.481.005,-,48377481005.0,,36377481005.0,
Đầu tư vào công ty con Công ty TNHH MTVKhách sạn Becamex (i),Đầu tư vào công ty con Công ty TNHH MTVKhách sạn Becamex (i),Đầu tư vào công ty con Công ty TNHH MTVKhách sạn Becamex (i),23.377.481.005,-,11.377.481.005,-,23377481005.0,,11377481005.0,
Công ty TNHH MTV Xây dựng IJC(ii),Công ty TNHH MTV Xây dựng IJC(ii),Công ty TNHH MTV Xây dựng IJC(ii),20.000.000.000,-,20.000.000.000,-,20000000000.0,,20000000000.0,
Công ty TNHH MTVWTC Bình Dương(iii),Công ty TNHH MTVWTC Bình Dương(iii),Công ty TNHH MTVWTC Bình Dương(iii),5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",1.257.146.750.000,-,684.165.000.000,,1257146750000.0,,684165000000.0,
Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước (iv),Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước (iv),Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước (iv),1.201.146.750.000,-,684.165.000.000,,1201146750000.0,,684165000000.0,
Công ty Cổ phần ĐườngVành đai 4 Thành phố Hồ Chí Minh (v),Công ty Cổ phần ĐườngVành đai 4 Thành phố Hồ Chí Minh (v),Công ty Cổ phần ĐườngVành đai 4 Thành phố Hồ Chí Minh (v),36.000.000.000,-,-,-,36000000000.0,,,
Công ty Cổ phần Đường cao tốc Thành phố Hồ Chí Minh- Thù Dầu Một - Chơn Thành (vi),Công ty Cổ phần Đường cao tốc Thành phố Hồ Chí Minh- Thù Dầu Một - Chơn Thành (vi),Công ty Cổ phần Đường cao tốc Thành phố Hồ Chí Minh- Thù Dầu Một - Chơn Thành (vi),20.000.000.000,-,-,-,20000000000.0,,,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,27.000.000.000,-,27.000.000.000,-,27000000000.0,,27000000000.0,
Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(vii),Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(vii),Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(vii),17.000.000.000,-,17.000.000.000,-,17000000000.0,,17000000000.0,
Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Becamex(viii),Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Becamex(viii),Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Becamex(viii),10.000.000.000,-,10.000.000.000,-,10000000000.0,,10000000000.0,
Cộng,Cộng,Cộng,1.332.524.231.005,-,747.542.481.005,-,1332524231005.0,,747542481005.0,
