row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021 VND,2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021 VND,numeric__2020 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,30,16.564.959.486.680,16.585.374.344.953,1.0,30.0,16564959486680.0,16585374344953.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,30,24.376.772.658,32.523.059.030,2.0,30.0,24376772658.0,32523059030.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,30,16.540.582.714.022,16.552.851.285.923,10.0,30.0,16540582714022.0,16552851285923.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,31,15.594.218.998.619,15.559.303.110.083,11.0,31.0,15594218998619.0,15559303110083.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,946.363.715.403,993.548.175.840,20.0,,946363715403.0,993548175840.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,32,82.854.762.757,95.628.922.532,21.0,32.0,82854762757.0,95628922532.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,33,163.512.757.735,177.672.197.244,22.0,33.0,163512757735.0,177672197244.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,117.195.331.878,114.239.406.853,23.0,,117195331878.0,114239406853.0
Phần lãi từ công ty liên kết,Phần lãi từ công ty liên kết,Phần lãi từ công ty liên kết,24,,2.041.012.745,6.557.016.557,24.0,,2041012745.0,6557016557.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,34,817.169.449.067,700.091.195.552,25.0,34.0,817169449067.0,700091195552.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,35,373.193.539.168,409.411.184.851,26.0,35.0,373193539168.0,409411184851.0
Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,(322.616.255.065),(191.440.462.718),30.0,,-322616255065.0,-191440462718.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,36,88.997.647.383,71.275.274.138,31.0,36.0,88997647383.0,71275274138.0
Chi phí khác,Chi phí khác,Chi phí khác,32,37,64.917.328.275,89.944.150.051,32.0,37.0,64917328275.0,89944150051.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,24.080.319.108,(18.668.875.913),40.0,,24080319108.0,-18668875913.0
Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),50,,(298.535.935.957),(210.109.338.631),50.0,,-298535935957.0,-210109338631.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,39,21.091.656.713,21.002.940.476,51.0,39.0,21091656713.0,21002940476.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,39,4.635.585.532,7.835.340.209,52.0,39.0,4635585532.0,7835340209.0
Lỗ thuần sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52) (mang sang trang sau),Lỗ thuần sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52) (mang sang trang sau),Lỗ thuần sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52) (mang sang trang sau),60,,(324.263.178.202),(238.947.619.316),60.0,,-324263178202.0,-238947619316.0
