row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần An Bình – Chi nhánh An Giang > Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh▪ Khoản vay 1 > ▪ Khoản vay 2 > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam – Chi nhánh Đồng Tháp▪ Khoản vay 1 > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam▪ Khoản vay 1,Thuyết minh > (i) > (ii) > (i) > (ii),Loại tiền > VND,Năm đáo hạn > 2019 – 2022 > 2021 > 2022 > 2020 > 2021,31/12/2021 VND > - > 179.958.909 > 505.342.270 > 1.490.000.000 > 4.549.500.000,1/1/2021 VNDs > 791.703.273 > 450.000.000 > 1.371.643.270 > 4.730.000.000 > 280.000.000,numeric__Thuyết minh > (i) > (ii) > (i) > (ii),numeric__Loại tiền > VND,numeric__Năm đáo hạn > 2019 – 2022 > 2021 > 2022 > 2020 > 2021,numeric__31/12/2021 VND > - > 179.958.909 > 505.342.270 > 1.490.000.000 > 4.549.500.000,numeric__1/1/2021 VNDs > 791.703.273 > 450.000.000 > 1.371.643.270 > 4.730.000.000 > 280.000.000
▪ Khoản vay 2,▪ Khoản vay 2,▪ Khoản vay 2,,,,1.906.267.000,6.551.166.500,,,,1906267000.0,6551166500.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,(iii),VND,2021,7.387.906.113,24.150.998.637,,,2021.0,7387906113.0,24150998637.0
Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín – Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín – Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín – Chi nhánh Thành phố Hồ Chí Minh,(i),VND,2020,-,9.945.000.000,,,2020.0,,9945000000.0
Quỹ Phát triển Khoa học và Công Nghệ Tinh Bến Tre,Quỹ Phát triển Khoa học và Công Nghệ Tinh Bến Tre,Quỹ Phát triển Khoa học và Công Nghệ Tinh Bến Tre,(i),VND,2021,-,500.000.000,,,2021.0,,500000000.0
Quỹ Phát triển Khoa học và Công Nghệ Tinh Tiền Giang,Quỹ Phát triển Khoa học và Công Nghệ Tinh Tiền Giang,Quỹ Phát triển Khoa học và Công Nghệ Tinh Tiền Giang,(i),VND,2024,3.440.000.000,4.300.000.000,,,2024.0,3440000000.0,4300000000.0
Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,Ngân hàng Thương mại Cổ phần Quân đội,(i),VND,2022,-,280.800.000,,,2022.0,,280800000.0
,,,,,,19.458.974.292,53.351.311.680,,,,19458974292.0,53351311680.0
Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 25a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 25a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 25a)),,,,(13.239.374.292),(45.548.943.501),,,,-13239374292.0,-45548943501.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,6.219.600.000,7.802.368.179,,,,6219600000.0,7802368179.0
