row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,1/1/2021,1/1/2021_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__1/1/2021,numeric__1/1/2021_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang,Hàng mua đang,Hàng mua đang,,,,,,,,
đi trên đường,Hàng mua đang > đi trên đường,đi trên đường,11.549.537.394,-,21.878.462.218,-,11549537394.0,,21878462218.0,
Nguyên vật liệu,Hàng mua đang > Nguyên vật liệu,Nguyên vật liệu,448.723.119.490,(32.998.694.984),258.056.381.808,(2.484.280.487),448723119490.0,-32998694984.0,258056381808.0,-2484280487.0
Công cụ và dụng cụ,Hàng mua đang > Công cụ và dụng cụ,Công cụ và dụng cụ,16.742.124.290,-,17.306.345.869,-,16742124290.0,,17306345869.0,
Chi phí sản xuất,Chi phí sản xuất,Chi phí sản xuất,,,,,,,,
kinh doanh dở dang,Chi phí sản xuất > kinh doanh dở dang,kinh doanh dở dang,12.372.403.978,-,25.213.818.068,-,12372403978.0,,25213818068.0,
Thành phẩm,Chi phí sản xuất > Thành phẩm,Thành phẩm,455.515.589.080,(39.226.390.607),364.971.138.141,(2.647.981.935),455515589080.0,-39226390607.0,364971138141.0,-2647981935.0
Hàng hoá,Chi phí sản xuất > Hàng hoá,Hàng hoá,350.280.095.214,(35.930.248.139),513.948.057.174,(45.630.532.360),350280095214.0,-35930248139.0,513948057174.0,-45630532360.0
Hàng gửi đi bán,Chi phí sản xuất > Hàng gửi đi bán,Hàng gửi đi bán,67.250.270.687,-,102.036.505.642,-,67250270687.0,,102036505642.0,
Hàng hoá,Hàng hoá,Hàng hoá,,,,,,,,
bất động sản (*),Hàng hoá > bất động sản (*),bất động sản (*),54.361.712.371,-,54.361.712.371,-,54361712371.0,,54361712371.0,
,,,1.416.794.852.504,(108.155.333.730),1.357.772.421.291,(50.762.794.782),1416794852504.0,-108155333730.0,1357772421291.0,-50762794782.0
