row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2021 VND,1/1/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__1/1/2021 VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,4.030.792.146.874,3.893.852.777.451,300.0,,4030792146874.0,3893852777451.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,2.716.602.207.646,2.573.098.360.253,310.0,,2716602207646.0,2573098360253.0
Phải trả người bán,NGUỒN VỐN > Phải trả người bán,Phải trả người bán,311,20,211.176.918.546,591.035.328.465,311.0,20.0,211176918546.0,591035328465.0
Người mua trả tiền trước,NGUỒN VỐN > Người mua trả tiền trước,Người mua trả tiền trước,312,21,205.682.240.628,155.516.860.293,312.0,21.0,205682240628.0,155516860293.0
Thuế và các khoản phải nộp Nhà nước,NGUỒN VỐN > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,13(b),9.400.370.311,16.957.430.125,313.0,,9400370311.0,16957430125.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,70.928.141.207,65.350.110.066,314.0,,70928141207.0,65350110066.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,22,76.624.074.643,45.588.541.279,315.0,22.0,76624074643.0,45588541279.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,23(a),14.222.656.840,14.568.289.417,318.0,,14222656840.0,14568289417.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,24(a),206.779.345.165,210.992.726.613,319.0,,206779345165.0,210992726613.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,25(a),1.898.726.543.727,1.451.720.341.063,320.0,,1898726543727.0,1451720341063.0
Dự phòng phải trả,NGUỒN VỐN > Dự phòng phải trả,Dự phòng phải trả,321,,-,4.054.713.427,321.0,,,4054713427.0
Quỹ khen thưởng và phúc lợi,NGUỒN VỐN > Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,322,26,23.061.916.579,17.314.019.505,322.0,26.0,23061916579.0,17314019505.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,1.314.189.939.228,1.320.754.417.198,330.0,,1314189939228.0,1320754417198.0
Chi phí phải trả dài hạn,NGUỒN VỐN > Chi phí phải trả dài hạn,Chi phí phải trả dài hạn,333,,340.000.000,230.000.000,333.0,,340000000.0,230000000.0
Doanh thu chưa thực hiện dài hạn,NGUỒN VỐN > Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,336,23(b),7.376.575.818,7.446.815.818,336.0,,7376575818.0,7446815818.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,24(b),1.195.974.296.699,1.205.114.929.825,337.0,,1195974296699.0,1205114929825.0
Vay dài hạn,NGUỒN VỐN > Vay dài hạn,Vay dài hạn,338,25(b),6.219.600.000,7.802.368.179,338.0,,6219600000.0,7802368179.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,19(b),104.279.466.711,100.160.303.376,341.0,,104279466711.0,100160303376.0
