row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,"Nhà cửa, vật kiến trúc VND",Tổng VND,numeric__Quyền sử dụng đất VND,"numeric__Nhà cửa, vật kiến trúc VND",numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm và cuối năm,Nguyên giá > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,14.994.618.000,34.581.634.218,49.576.252.218,14994618000.0,34581634218.0,49576252218.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,112.279.322,27.866.653.330,27.978.932.652,112279322.0,27866653330.0,27978932652.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,3.364.092,857.794.426,861.158.518,3364092.0,857794426.0,861158518.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,115.643.414,28.724.447.756,28.840.091.170,115643414.0,28724447756.0,28840091170.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,14.882.338.678,6.714.980.888,21.597.319.566,14882338678.0,6714980888.0,21597319566.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,14.878.974.586,5.857.186.462,20.736.161.048,14878974586.0,5857186462.0,20736161048.0
