row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,Chi phí san lấp mặt bằng VND,Chi phí đất trả trước VND,Đầu tư khu du lịch Long Trị VND,Lợi thế kinh doanh VND,Chi phí trả trước dài hạn khác VND,Tổng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí san lấp mặt bằng VND,numeric__Chi phí đất trả trước VND,numeric__Đầu tư khu du lịch Long Trị VND,numeric__Lợi thế kinh doanh VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.779.491.457,55.080.924.650,136.241.002.650,5.650.670.911,15.158.888.043,24.305.100.556,241.216.078.267,4779491457.0,55080924650.0,136241002650.0,5650670911.0,15158888043.0,24305100556.0,241216078267.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,1.392.047.248,-,4.256.843.490,-,-,3.951.450.449,9.600.341.187,1392047248.0,,4256843490.0,,,3951450449.0,9600341187.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(3.717.788.986),(1.137.898.117),(6.398.420.812),(148.373.244),(13.864.726.216),(7.823.112.047),(33.090.319.422),-3717788986.0,-1137898117.0,-6398420812.0,-148373244.0,-13864726216.0,-7823112047.0,-33090319422.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.453.749.719,53.943.026.533,134.099.425.328,5.502.297.667,1.294.161.827,20.433.438.958,217.726.100.032,2453749719.0,53943026533.0,134099425328.0,5502297667.0,1294161827.0,20433438958.0,217726100032.0
