row_label_raw,row_label_full,Phải trả Nhà nước tiền giá trị quyền sử dụng đất tăng thêm do xác định giá trị doanh nghiệp để cổ phần hoá (*),31/12/2021VND > 561.416.855.000,1/1/2021VND > 561.416.855.000,numeric__31/12/2021VND > 561.416.855.000,numeric__1/1/2021VND > 561.416.855.000
Tiền chuyển quyền sử dụng đất (**),Tiền chuyển quyền sử dụng đất (**),Tiền chuyển quyền sử dụng đất (**),39.584.880.000,39.584.880.000,39584880000.0,39584880000.0
"Phải trả Công ty Cổ phần Đầu tư Địa ốc Bến Thành tiền hợp tác kinh doanh, bên liên quan","Phải trả Công ty Cổ phần Đầu tư Địa ốc Bến Thành tiền hợp tác kinh doanh, bên liên quan","Phải trả Công ty Cổ phần Đầu tư Địa ốc Bến Thành tiền hợp tác kinh doanh, bên liên quan",5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
"Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",2.891.669.325,4.476.069.325,2891669325.0,4476069325.0
"Các khoản phải trả, phải nộp khác (Thuyết minh 6(a))","Các khoản phải trả, phải nộp khác (Thuyết minh 6(a))","Các khoản phải trả, phải nộp khác (Thuyết minh 6(a))",587.080.892.374,594.637.125.500,587080892374.0,594637125500.0
,,,1.195.974.296.699,1.205.114.929.825,1195974296699.0,1205114929825.0
