row_label_raw,row_label_full,Doanh thu tiền bán đất nền (Thuyết minh 11),31/12/2021VND > 6.587.295.818,1/1/2021VND > 6.587.295.818,numeric__31/12/2021VND > 6.587.295.818,numeric__1/1/2021VND > 6.587.295.818
Doanh thu nhận trước khác,Doanh thu nhận trước khác,Doanh thu nhận trước khác,789.280.000,859.520.000,789280000.0,859520000.0
,,,7.376.575.818,7.446.815.818,7376575818.0,7446815818.0
