row_label_raw,row_label_full,col_0,31/12/2021Giá gốc/Số cókhả năng trả nợVND,1/1/2021Giá gốc/Số cókhả năng trả nợVND,numeric__31/12/2021Giá gốc/Số cókhả năng trả nợVND,numeric__1/1/2021Giá gốc/Số cókhả năng trả nợVND
Công ty TNHH Đa Năng,Công ty TNHH Đa Năng,Công ty TNHH Đa Năng,34.227.780.000,143.639.712.000,34227780000.0,143639712000.0
Công ty Cổ phần Nông nghiệp Công nghệ Cao Đại Tài,Công ty Cổ phần Nông nghiệp Công nghệ Cao Đại Tài,Công ty Cổ phần Nông nghiệp Công nghệ Cao Đại Tài,-,127.710.000.000,,127710000000.0
Công ty Cổ phần Nông nghiệp Công nghệ Cao Hiếu Nhân,Công ty Cổ phần Nông nghiệp Công nghệ Cao Hiếu Nhân,Công ty Cổ phần Nông nghiệp Công nghệ Cao Hiếu Nhân,-,157.550.388.480,,157550388480.0
Công ty Cổ phần Sữa Việt Nam – Chi nhánh Cần Thơ,Công ty Cổ phần Sữa Việt Nam – Chi nhánh Cần Thơ,Công ty Cổ phần Sữa Việt Nam – Chi nhánh Cần Thơ,33.887.844.570,45.273.432.959,33887844570.0,45273432959.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,143.061.293.976,116.861.795.026,143061293976.0,116861795026.0
,,,211.176.918.546,591.035.328.465,211176918546.0,591035328465.0
