row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2021VND > 167.522.261,Số phải thu/phân loại laiitrong nămVND > -,Số được hoàn/khấu trừ/xử lýtrong nămVND > -,31/12/2021VND > 167.522.261,numeric__1/1/2021VND > 167.522.261,numeric__Số phải thu/phân loại laiitrong nămVND > -,numeric__Số được hoàn/khấu trừ/xử lýtrong nămVND > -,numeric__31/12/2021VND > 167.522.261
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.495.936.732,-,-,4.495.936.732,4495936732.0,,,4495936732.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,916.022.598,-,(12.801.093),903.221.505,916022598.0,,-12801093.0,903221505.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",55.252.346,715.983.480,-,771.235.826,55252346.0,715983480.0,,771235826.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.894.172,-,(1.000.000),894.172,1894172.0,,-1000000.0,894172.0
,,,5.636.628.109,715.983.480,(13.801.093),6.338.810.496,5636628109.0,715983480.0,-13801093.0,6338810496.0
