row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2021 VND,1/1/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__1/1/2021 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,2.682.527.488.133,2.593.105.622.328,100.0,,2682527488133.0,2593105622328.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,281.423.366.183,483.558.782.974,110.0,4.0,281423366183.0,483558782974.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,233.723.366.183,461.245.488.846,111.0,,233723366183.0,461245488846.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,47.700.000.000,22.313.294.128,112.0,,47700000000.0,22313294128.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,104.502.150.000,44.002.150.000,120.0,,104502150000.0,44002150000.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,2.150.000,2.150.000,121.0,,2150000.0,2150000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5(a),104.500.000.000,44.000.000.000,123.0,,104500000000.0,44000000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,817.479.140.259,614.003.351.105,130.0,,817479140259.0,614003351105.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,834.744.540.263,671.436.163.281,131.0,6.0,834744540263.0,671436163281.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,7,458.154.487.428,416.916.183.054,132.0,7.0,458154487428.0,416916183054.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,8(a),132.411.798.491,130.245.655.208,136.0,,132411798491.0,130245655208.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,9,(1.276.311.337.057),(1.273.130.402.092),137.0,9.0,-1276311337057.0,-1273130402092.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,10,668.479.651.134,668.535.751.654,139.0,10.0,668479651134.0,668535751654.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11,1.308.639.518.774,1.307.009.626.509,140.0,11.0,1308639518774.0,1307009626509.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,1.416.794.852.504,1.357.772.421.291,141.0,,1416794852504.0,1357772421291.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(108.155.333.730),(50.762.794.782),149.0,,-108155333730.0,-50762794782.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,170.483.312.917,144.531.711.740,150.0,,170483312917.0,144531711740.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,12(a),9.283.869.756,11.425.446.269,151.0,,9283869756.0,11425446269.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,154.860.632.665,127.469.637.362,152.0,,154860632665.0,127469637362.0
Thuế phải thu Nhà nước,TÀI SẢN > Thuế phải thu Nhà nước,Thuế phải thu Nhà nước,153,13(a),6.338.810.496,5.636.628.109,153.0,,6338810496.0,5636628109.0
