row_label_raw,row_label_full,col_0,MS,TM,31/12/2023VND,01/01/2023VND,numeric__MS,numeric__TM,numeric__31/12/2023VND,numeric__01/01/2023VND
TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,,,,
A - (100=110+120+130+140+150),TÀI SẢN NGẮN HẠN > A - (100=110+120+130+140+150),A - (100=110+120+130+140+150),100,,6.451.205.557.598,6.311.369.110.154,100.0,,6451205557598.0,6311369110154.0
I. Tiền và các khoản tương đương tiền,TÀI SẢN NGẮN HẠN > I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,24.771.534.645,146.034.786.156,110.0,51.0,24771534645.0,146034786156.0
1. Tiền,TÀI SẢN NGẮN HẠN > 1. Tiền,1. Tiền,111,,24.771.534.645,131.034.786.156,111.0,,24771534645.0,131034786156.0
2. Các khoản tương đương tiền,TÀI SẢN NGẮN HẠN > 2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,-,15.000.000.000,112.0,,,15000000000.0
II. Đầu tư tài chính ngắn hạn,TÀI SẢN NGẮN HẠN > II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,6.392.979.198,20.613.032.005,120.0,,6392979198.0,20613032005.0
3. Đầu tư nấm giữ đến ngày đáo hạn,TÀI SẢN NGẮN HẠN > 3. Đầu tư nấm giữ đến ngày đáo hạn,3. Đầu tư nấm giữ đến ngày đáo hạn,123,5.2,6.392.979.198,20.613.032.005,123.0,52.0,6392979198.0,20613032005.0
III. Các khoản phải thu ngắn hạn,TÀI SẢN NGẮN HẠN > III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,3.341.887.153.160,2.285.226.035.138,130.0,,3341887153160.0,2285226035138.0
1. Phải thu ngắn hạn của khách hàng,TÀI SẢN NGẮN HẠN > 1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.3,135.785.228.553,195.035.627.747,131.0,53.0,135785228553.0,195035627747.0
2. Trả trước cho người bán ngắn hạn,TÀI SẢN NGẮN HẠN > 2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.4,1.099.039.417.253,203.290.320.447,132.0,54.0,1099039417253.0,203290320447.0
