row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,504.266.741.905,504.266.741.905,777.886.191.994,487.344.388.234,213.724.938.145,213.724.938.145,504266741905.0,504266741905.0,777886191994.0,487344388234.0,213724938145.0,213724938145.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,362.675.648.023,362.675.648.023,379.358.213.181,35.468.130.878,18.785.565.720,18.785.565.720,362675648023.0,362675648023.0,379358213181.0,35468130878.0,18785565720.0,18785565720.0
Ngân Hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Đô Thành (1.1),Ngân Hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Đô Thành (1.1),Ngân Hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Đô Thành (1.1),12.093.088.023,12.093.088.023,28.775.653.181,35.468.130.878,18.785.565.720,18.785.565.720,12093088023.0,12093088023.0,28775653181.0,35468130878.0,18785565720.0,18785565720.0
Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phòng (1.2),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phòng (1.2),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phòng (1.2),11.400.000.000,11.400.000.000,11.400.000.000,-,-,-,11400000000.0,11400000000.0,11400000000.0,,,
Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.3),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.3),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.3),339.182.560.000,339.182.560.000,339.182.560.000,-,-,-,339182560000.0,339182560000.0,339182560000.0,,,
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,141.591.093.882,141.591.093.882,398.527.978.813,451.876.257.356,194.939.372.425,194.939.372.425,141591093882.0,141591093882.0,398527978813.0,451876257356.0,194939372425.0,194939372425.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.4),77.470.533.915,77.470.533.915,51.557.079.150,23.300.617.510,49.214.072.275,49.214.072.275,77470533915.0,77470533915.0,51557079150.0,23300617510.0,49214072275.0,49214072275.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.4),33.120.559.967,33.120.559.967,22.095.899.663,9.971.227.722,20.995.888.026,20.995.888.026,33120559967.0,33120559967.0,22095899663.0,9971227722.0,20995888026.0,20995888026.0
Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,-,-,324.875.000.000,418.500.000.000,93.625.000.000,93.625.000.000,,,324875000000.0,418500000000.0,93625000000.0,93625000000.0
Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.5),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.5),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.5),31.000.000.000,31.000.000.000,-,104.412.124,31.104.412.124,31.104.412.124,31000000000.0,31000000000.0,,104412124.0,31104412124.0,31104412124.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,128.382.808.483,128.382.808.483,61.070.569.124,398.527.978.813,465.840.218.172,465.840.218.172,128382808483.0,128382808483.0,61070569124.0,398527978813.0,465840218172.0,465840218172.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.4),24.475.590.991,24.475.590.991,11.876.309.900,51.557.079.150,64.156.360.241,64.156.360.241,24475590991.0,24475590991.0,11876309900.0,51557079150.0,64156360241.0,64156360241.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.4),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.4),10.489.538.997,10.489.538.997,5.089.847.100,22.095.899.663,27.495.591.560,27.495.591.560,10489538997.0,10489538997.0,5089847100.0,22095899663.0,27495591560.0,27495591560.0
Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm (1.1),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm (1.1),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm (1.1),-,-,44.000.000.000,324.875.000.000,280.875.000.000,280.875.000.000,,,44000000000.0,324875000000.0,280875000000.0,280875000000.0
Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.5),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.5),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.5),93.417.678.495,93.417.678.495,104.412.124,-,93.313.266.371,93.313.266.371,93417678495.0,93417678495.0,104412124.0,,93313266371.0,93313266371.0
Tổng,Tổng,Tổng,632.649.550.388,632.649.550.388,838.956.761.118,885.872.367.047,679.565.156.317,679.565.156.317,632649550388.0,632649550388.0,838956761118.0,885872367047.0,679565156317.0,679565156317.0
