row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2023 VND,Năm 2022 VND,numeric__Chức danh,numeric__Năm 2023 VND,numeric__Năm 2022 VND
Đỗ Quý Hải,Đỗ Quý Hải,Đỗ Quý Hải,Chủ tịch HĐQT,600.000.000,-,,600000000.0,
Nguyễn Văn Phương,Nguyễn Văn Phương,Nguyễn Văn Phương,Thành viên,340.000.000,-,,340000000.0,
Phạm Minh Tuấn,Phạm Minh Tuấn,Phạm Minh Tuấn,Nguyên Thành viên HĐQT kiểm,300.000.000,-,,300000000.0,
Phạm Minh Tuấn,Phạm Minh Tuấn,Phạm Minh Tuấn,Chủ tịch Ủy ban kiểm toán,300.000.000,-,,300000000.0,
Lê Việt Dũng,Lê Việt Dũng,Lê Việt Dũng,Nguyên Thành viên HĐQT,200.000.000,-,,200000000.0,
Đỗ Danh Trí,Đỗ Danh Trí,Đỗ Danh Trí,Nguyên Thành viên HĐQT độc lập,200.000.000,-,,200000000.0,
Trần Vũ Thái Hoà,Trần Vũ Thái Hoà,Trần Vũ Thái Hoà,Nguyên Thành viên HĐQT độc lập,200.000.000,-,,200000000.0,
Trần Vũ Thái Hoà,Trần Vũ Thái Hoà,Trần Vũ Thái Hoà,kiêm Chủ tịch Ủy ban kiểm toán,200.000.000,-,,200000000.0,
Nguyễn Văn Dũng,Nguyễn Văn Dũng,Nguyễn Văn Dũng,Thành viên HĐQT,40.000.000,-,,40000000.0,
Bùi Đức Tuế,Bùi Đức Tuế,Bùi Đức Tuế,Trường Ban Kiểm soát,40.000.000,-,,40000000.0,
Đỗ Mạnh Quân,Đỗ Mạnh Quân,Đỗ Mạnh Quân,Thành viên Ban Kiểm soát,20.000.000,-,,20000000.0,
Chu Việt Hùng,Chu Việt Hùng,Chu Việt Hùng,Thành viên Ban Kiểm soát,20.000.000,-,,20000000.0,
Đoàn Hoà Thuận,Đoàn Hoà Thuận,Đoàn Hoà Thuận,Tổng Giám đốc,1.966.150.150,234.168.000,,1966150150.0,234168000.0
Lê Thanh Hải,Lê Thanh Hải,Lê Thanh Hải,Phó Tổng Giám đốc,877.964.112,-,,877964112.0,
Đinh Thế Quỳnh,Đinh Thế Quỳnh,Đinh Thế Quỳnh,Nguyên Phó Tổng Giám đốc,93.003.636,1.053.560.625,,93003636.0,1053560625.0
Đỗ Quý Thành,Đỗ Quý Thành,Đỗ Quý Thành,Phó Tổng Giám đốc,886.205.610,798.316.438,,886205610.0,798316438.0
Phạm Huy Thông,Phạm Huy Thông,Phạm Huy Thông,Nguyên Phó Tổng Giám đốc,103.134.091,1.183.800.000,,103134091.0,1183800000.0
Ngô Quốc Huân,Ngô Quốc Huân,Ngô Quốc Huân,Nguyên Phó Tổng Giám đốc,419.058.999,793.800.458,,419058999.0,793800458.0
Nguyễn Trọng Thiết,Nguyễn Trọng Thiết,Nguyễn Trọng Thiết,Nguyên Phó Tổng Giám đốc,187.845.120,761.063.137,,187845120.0,761063137.0
Nguyễn Ngọc Thám,Nguyễn Ngọc Thám,Nguyễn Ngọc Thám,Phó Tổng Giám đốc,680.649.687,-,,680649687.0,
Tổng,Tổng,Tổng,,7.174.011.405,4.824.708.658,,7174011405.0,4824708658.0
