row_label_raw,row_label_full,col_0,Kinh doanhbất động sản,Kinh doanhdịch vụ môi giới,"Kinh doanh cho thuê BĐS,dịch vụ quản lý BĐS vàhoạt động liên quan khác",Loại trừ,Tổng,numeric__Kinh doanhbất động sản,numeric__Kinh doanhdịch vụ môi giới,"numeric__Kinh doanh cho thuê BĐS,dịch vụ quản lý BĐS vàhoạt động liên quan khác",numeric__Loại trừ,numeric__Tổng
DOANH THUTổng doanh thu,DOANH THUTổng doanh thu,DOANH THUTổng doanh thu,1.057.292.365.781,-,153.079.444.837,-,1.210.371.810.618,1057292365781.0,,153079444837.0,,1210371810618.0
Doanh thu,Doanh thu,Doanh thu,1.057.292.365.781,-,153.079.444.837,,1.210.371.810.618,1057292365781.0,,153079444837.0,,1210371810618.0
KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,,,,,
Kết quả bộ phậnThu nhập/chỉ phí không phân bổLợi nhuận thuần trước thuếThuế thu nhập doanh nghiệp,KẾT QUẢ HOẠT ĐỘNG > Kết quả bộ phậnThu nhập/chỉ phí không phân bổLợi nhuận thuần trước thuếThuế thu nhập doanh nghiệp,Kết quả bộ phậnThu nhập/chỉ phí không phân bổLợi nhuận thuần trước thuếThuế thu nhập doanh nghiệp,229.624.899.191,-,23.517.268.910,-,253.142.168.101(265.781.009.334)(12.638.841.233)(45.723.135.035),229624899191.0,,23517268910.0,,
Lợi nhuận trong năm,KẾT QUẢ HOẠT ĐỘNG > Lợi nhuận trong năm,Lợi nhuận trong năm,,,,,(58.361.976.268),,,,,-58361976268.0
