row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2023VND,Năm 2022VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2023VND,numeric__Năm 2022VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,1.680.274.226.042,1.210.371.810.618,,1.0,61.0,1680274226042.0,1210371810618.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,1.680.274.226.042,1.210.371.810.618,,10.0,,1680274226042.0,1210371810618.0
4.,4.,4.,Giá vốn hàng bán,11,6.2,1.392.219.958.307,957.229.642.517,,11.0,62.0,1392219958307.0,957229642517.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,288.054.267.735,253.142.168.101,,20.0,,288054267735.0,253142168101.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.3,253.342.809.434,146.576.822.575,,21.0,63.0,253342809434.0,146576822575.0
7.,7.,7.,Chi phí tài chính,22,6.4,167.082.274.687,352.347.789.445,,22.0,64.0,167082274687.0,352347789445.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,155.475.525.477,337.259.541.307,,23.0,,155475525477.0,337259541307.0
8,8,8,"Phần lãi (lỗ) trong công ty liên kết, liên doanh",24,,-,11.623.011.017,,24.0,,,11623011017.0
9,9,9,Chi phí bán hàng,25,6.5,136.219.281.716,9.329.616.403,,25.0,65.0,136219281716.0,9329616403.0
10,10,10,Chi phí quản lý doanh nghiệp,26,6.5,55.087.931.962,77.766.578.923,,26.0,65.0,55087931962.0,77766578923.0
11,11,11,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)-(25+26)},30,,183.007.588.804,(28.101.983.078),,30.0,,183007588804.0,-28101983078.0
12,12,12,Thu nhập khác,31,6.6,15.050.945.276,23.076.125.140,,31.0,66.0,15050945276.0,23076125140.0
13,13,13,Chi phí khác,32,6.6,9.030.807.307,7.612.983.295,,32.0,66.0,9030807307.0,7612983295.0
14,14,14,Lợi nhuận khác (40 = 31-32),40,6.6,6.020.137.969,15.463.141.845,,40.0,66.0,6020137969.0,15463141845.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,189.027.726.773,(12.638.841.233),,50.0,,189027726773.0,-12638841233.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.7,51.397.047.994,42.962.770.023,,51.0,67.0,51397047994.0,42962770023.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,6.8,2.692.894.640,2.760.365.012,,52.0,68.0,2692894640.0,2760365012.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,134.937.784.139,(58.361.976.268),,60.0,,134937784139.0,-58361976268.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,127.349.323.049,(60.410.352.775),,61.0,,127349323049.0,-60410352775.0
20,20,20,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,7.588.461.090,2.048.376.507,,62.0,,7588461090.0,2048376507.0
21,21,21,Lãi cơ bản trên cổ phiếu,70,6.9,419,(199),,70.0,69.0,419.0,-199.0
