row_label_raw,row_label_full,Số đầu năm,Năm 2023VND > 199.547.932.197,Năm 2022VND > 197.887.821.255,numeric__Năm 2023VND > 199.547.932.197,numeric__Năm 2022VND > 197.887.821.255
Giảm do chuyển nhượng công ty con,Giảm do chuyển nhượng công ty con,Giảm do chuyển nhượng công ty con,-,(38.854.353),,-38854353.0
"Trích quỹ và thù lao HĐQT, BKS","Trích quỹ và thù lao HĐQT, BKS","Trích quỹ và thù lao HĐQT, BKS",(382.134.134),(349.411.212),-382134134.0,-349411212.0
Giảm do chia cổ tức tại công ty con,Giảm do chia cổ tức tại công ty con,Giảm do chia cổ tức tại công ty con,(1.009.482.349),-,-1009482349.0,
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,7.588.461.090,2.048.376.507,7588461090.0,2048376507.0
Số cuối năm,Số cuối năm,Số cuối năm,205.744.776.804,199.547.932.197,205744776804.0,199547932197.0
