row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,136.219.281.716,9.329.616.403,136219281716.0,9329616403.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,563.114.040,1.518.252.122,563114040.0,1518252122.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.703.533.047,3.421.228.146,2703533047.0,3421228146.0
"Chi phí quảng cáo, khuyến mãi","Chi phí quảng cáo, khuyến mãi","Chi phí quảng cáo, khuyến mãi",131.268.205.282,4.390.136.135,131268205282.0,4390136135.0
Chi phí bán hàng khác,Chi phí bán hàng khác,Chi phí bán hàng khác,1.684.429.347,-,1684429347.0,
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,55.087.931.962,77.766.578.923,55087931962.0,77766578923.0
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,32.523.329.296,38.929.410.610,32523329296.0,38929410610.0
Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,Chi phí vật liệu quản lý,117.334.074,105.851.741,117334074.0,105851741.0
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,728.845.885,1.493.017.083,728845885.0,1493017083.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,708.989.379,864.205.409,708989379.0,864205409.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",232.139.153,132.928.920,232139153.0,132928920.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.868.076.117,14.523.209.416,7868076117.0,14523209416.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,12.909.218.058,22.008.670.258,12909218058.0,22008670258.0
Hoàn nhập dự phòng phải thu khó đòi,Hoàn nhập dự phòng phải thu khó đòi,Hoàn nhập dự phòng phải thu khó đòi,-,(290.714.514),,-290714514.0
Tổng,Tổng,Tổng,191.307.213.678,87.096.195.326,191307213678.0,87096195326.0
