row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,2015,2014,numeric__Mã số,numeric__Thuyết minh,numeric__2015,numeric__2014
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,7.741.445.592.122,9.297.810.872.565,1.0,,7741445592122.0,9297810872565.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,33.092.915.485,98.592.775.013,2.0,,33092915485.0,98592775013.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10=01-02),10,27,7.708.352.676.637,9.199.218.097.552,10.0,27.0,7708352676637.0,9199218097552.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,28,6.537.985.006.949,8.309.982.541.638,11.0,28.0,6537985006949.0,8309982541638.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,1.170.367.669.688,889.235.555.914,20.0,,1170367669688.0,889235555914.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,30,1.327.860.382,18.739.496.430,21.0,30.0,1327860382.0,18739496430.0
7. Chỉ phí tài chính,7. Chỉ phí tài chính,7. Chỉ phí tài chính,22,31,430.803.003.461,90.254.654.225,22.0,31.0,430803003461.0,90254654225.0
Trong đó: Chỉ phí lãi vay,Trong đó: Chỉ phí lãi vay,Trong đó: Chỉ phí lãi vay,23,,81.048.729.469,79.682.197.799,23.0,,81048729469.0,79682197799.0
8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,8. Chỉ phí bán hàng,25,32,423.930.312.468,354.954.031.945,25.0,32.0,423930312468.0,354954031945.0
9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,9. Chỉ phí quản lý doanh nghiệp,26,33,117.548.223.185,129.618.733.552,26.0,33.0,117548223185.0,129618733552.0
10. Lợi nhuận thuần từ hoạt động kinh doanh(30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh(30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh(30=20+(21-22)-(25+26)),30,,199.413.990.956,333.147.632.622,30.0,,199413990956.0,333147632622.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,1.626.760.778,2.661.863.738,31.0,,1626760778.0,2661863738.0
12. Chỉ phí khác,12. Chỉ phí khác,12. Chỉ phí khác,32,,4.235.541.568,1.579.562.479,32.0,,4235541568.0,1579562479.0
13. (Lỗ)/ lợi nhuận khác (40=31-32),13. (Lỗ)/ lợi nhuận khác (40=31-32),13. (Lỗ)/ lợi nhuận khác (40=31-32),40,,(2.608.780.790),1.082.301.259,40.0,,-2608780790.0,1082301259.0
14. Phản lãi trong công ty liên kết,14. Phản lãi trong công ty liên kết,14. Phản lãi trong công ty liên kết,45,16,518.169.336,803.613.002,45.0,16.0,518169336.0,803613002.0
15. Lợi nhuận trước thuế (50=30+40+45),15. Lợi nhuận trước thuế (50=30+40+45),15. Lợi nhuận trước thuế (50=30+40+45),50,,197.323.379.502,335.033.546.883,50.0,,197323379502.0,335033546883.0
16. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,16. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,16. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,34,46.596.055.972,79.455.050.132,51.0,34.0,46596055972.0,79455050132.0
17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,17. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,18,(1.575.489.218),(293.307.944),52.0,18.0,-1575489218.0,-293307944.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,152.302.812.748,255.871.804.695,60.0,,152302812748.0,255871804695.0
Phân bổ cho:- Lợi ích của cổ đông không kiểm soát,Phân bổ cho:- Lợi ích của cổ đông không kiểm soát,Phân bổ cho:- Lợi ích của cổ đông không kiểm soát,61,,-,13.376.498.721,61.0,,,13376498721.0
- Cổ đông của Công ty mẹ,- Cổ đông của Công ty mẹ,- Cổ đông của Công ty mẹ,62,,152.302.812.748,242.495.305.974,62.0,,152302812748.0,242495305974.0
19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,35,1.347,2.144,70.0,35.0,1347.0,2144.0
