row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,31/12/2015,31/12/2014,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015,numeric__31/12/2014
C.,C.,C.,NỘ PHẢI TRẢ,300,,1.580.939.890.550,1.532.149.329.780,,300.0,,1580939890550.0,1532149329780.0
I.,I.,I.,Nợ ngắn hạn,310,,1.501.707.663.181,1.394.564.947.680,,310.0,,1501707663181.0,1394564947680.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,19,191.247.911.541,143.580.370.644,,311.0,19.0,191247911541.0,143580370644.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,,20.139.296.256,10.577.252.253,,312.0,,20139296256.0,10577252253.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,12,30.738.737.942,45.893.557.644,,313.0,12.0,30738737942.0,45893557644.0
I.,I.,I.,4. Phải trả người lao động,314,,17.885.744.572,27.640.951.586,,314.0,,17885744572.0,27640951586.0
I.,I.,I.,5. Chỉ phí phải trả ngắn hạn,315,,5.022.483.042,7.218.467.510,,315.0,,5022483042.0,7218467510.0
I.,I.,I.,6. Phải trả ngắn hạn khác,319,20,29.031.191.004,20.701.786.581,,319.0,20.0,29031191004.0,20701786581.0
I.,I.,I.,7. Vay ngắn hạn,320,21,1.189.260.458.896,1.131.686.128.041,,320.0,21.0,1189260458896.0,1131686128041.0
I.,I.,I.,"8. Quỹ khen thưởng, phúc lợi",322,,18.381.839.928,7.266.433.421,,322.0,,18381839928.0,7266433421.0
II.,II.,II.,Nợ dài hạn,330,,79.232.227.369,137.584.382.100,,330.0,,79232227369.0,137584382100.0
II.,II.,II.,1. Phải trả dài hạn khác,337,20,403.668.000,455.382.100,,337.0,20.0,403668000.0,455382100.0
II.,II.,II.,2. Vay dài hạn,338,22,72.388.000.000,137.129.000.000,,338.0,22.0,72388000000.0,137129000000.0
II.,II.,II.,3. Dự phòng phải trả dài hạn,342,23,6.440.559.369,-,,342.0,23.0,6440559369.0,
D.,D.,D.,VỐN CHỦ SỐ HỮU,400,,1.394.349.545.517,1.296.522.811.569,,400.0,,1394349545517.0,1296522811569.0
I.,I.,I.,Vốn chủ sở hữu,410,24,1.394.349.545.517,1.296.522.811.569,,410.0,24.0,1394349545517.0,1296522811569.0
I.,I.,I.,1. Vốn góp của chủ sở hữu,411,,982.745.770.000,755.970.350.000,,411.0,,982745770000.0,755970350000.0
I.,I.,I.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,982.745.770.000,755.970.350.000,,,,982745770000.0,755970350000.0
I.,I.,I.,2. Thặng dư vốn cổ phần,412,,-,105.021.650.000,,412.0,,,105021650000.0
I.,I.,I.,3. Cổ phiếu quỹ,415,,(7.090.000),(7.090.000),,415.0,,-7090000.0,-7090000.0
I.,I.,I.,4. Quỹ đầu tư phát triển,418,,219.647.610.783,232.805.050.783,,418.0,,219647610783.0,232805050783.0
I.,I.,I.,5. Lợi nhuận sau thuế chưa phân phối,421,,191.963.254.734,202.732.850.786,,421.0,,191963254734.0,202732850786.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,39.660.441.986,37.575.928.291,,,,39660441986.0,37575928291.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối năm này,421b,,152.302.812.748,165.156.922.495,,,,152302812748.0,165156922495.0
TỔNG CỘNG NGUỐN VỐN (440=300+400),TỔNG CỘNG NGUỐN VỐN (440=300+400),TỔNG CỘNG NGUỐN VỐN (440=300+400),TỔNG CỘNG NGUỐN VỐN (440=300+400),440,,2.975.289.436.067,2.828.672.141.349,,440.0,,2975289436067.0,2828672141349.0
