row_label_raw,row_label_full,col_0,31/12/2015VND,31/12/2014VND,numeric__31/12/2015VND,numeric__31/12/2014VND
a. Chi phí trả trước ngắn hạn,a. Chi phí trả trước ngắn hạn,a. Chi phí trả trước ngắn hạn,a. Chi phí trả trước ngắn hạn,a. Chi phí trả trước ngắn hạn,,
- Chi phí thuê cửa hàng,a. Chi phí trả trước ngắn hạn > - Chi phí thuê cửa hàng,- Chi phí thuê cửa hàng,4.854.961.022,3.361.387.270,4854961022.0,3361387270.0
- Chi phí công cụ và dụng cụ,a. Chi phí trả trước ngắn hạn > - Chi phí công cụ và dụng cụ,- Chi phí công cụ và dụng cụ,32.298.885.139,15.041.864.775,32298885139.0,15041864775.0
- Các khoản khác,a. Chi phí trả trước ngắn hạn > - Các khoản khác,- Các khoản khác,6.577.370.113,8.875.891.410,6577370113.0,8875891410.0
,,,43.731.216.274,27.279.143.455,43731216274.0,27279143455.0
b. Chi phí trả trước dài hạn,b. Chi phí trả trước dài hạn,b. Chi phí trả trước dài hạn,b. Chi phí trả trước dài hạn,b. Chi phí trả trước dài hạn,,
- Chi phí cải tạo văn phòng và cửa hàng,b. Chi phí trả trước dài hạn > - Chi phí cải tạo văn phòng và cửa hàng,- Chi phí cải tạo văn phòng và cửa hàng,14.769.074.483,4.158.587.626,14769074483.0,4158587626.0
- Chi phí thuê cửa hàng,b. Chi phí trả trước dài hạn > - Chi phí thuê cửa hàng,- Chi phí thuê cửa hàng,3.341.918.467,3.198.215.073,3341918467.0,3198215073.0
- Chi phí công cụ và dụng cụ,b. Chi phí trả trước dài hạn > - Chi phí công cụ và dụng cụ,- Chi phí công cụ và dụng cụ,9.231.231.710,5.190.345.181,9231231710.0,5190345181.0
,,,27.342.224.660,12.547.147.880,27342224660.0,12547147880.0
