row_label_raw,row_label_full,Bà Cao Thị Ngọc Dung,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Vũ Phan,Ông Nguyễn Vũ Phan,Ông Nguyễn Vũ Phan,Phó Chủ tịch,
Bà Nguyễn Thị Cúc,Bà Nguyễn Thị Cúc,Bà Nguyễn Thị Cúc,Thành viên,
Ông Nguyễn Tuấn Quỳnh,Ông Nguyễn Tuấn Quỳnh,Ông Nguyễn Tuấn Quỳnh,Thành viên,
Bà Nguyễn Thị Bích Hà,Bà Nguyễn Thị Bích Hà,Bà Nguyễn Thị Bích Hà,Thành viên,
Bà Phạm Vũ Thanh Giang,Bà Phạm Vũ Thanh Giang,Bà Phạm Vũ Thanh Giang,Thành viên,
Ông Andy Ho,Ông Andy Ho,Ông Andy Ho,Thành viên,
Ông Phạm Quốc Công,Ông Phạm Quốc Công,Ông Phạm Quốc Công,Thành viên (bổ nhiệm ngày 15 tháng 4 năm 2015),
