row_label_raw,row_label_full,col_0,31/12/2015,31/12/2015_1,31/12/2015_2,31/12/2014,31/12/2014_1,31/12/2014_2,numeric__31/12/2015,numeric__31/12/2015_1,numeric__31/12/2015_2,numeric__31/12/2014,numeric__31/12/2014_1,numeric__31/12/2014_2
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Già gốc,Dự phòng,Già trị hợp lý,Già gốc,Dự phòng,Già trị hợp lý,,,,,,
a. Điau tư sơn gibt đến ngày điao hạn,a. Điau tư sơn gibt đến ngày điao hạn,a. Điau tư sơn gibt đến ngày điao hạn,65.000.000,-,65.000.000,65.000.000,-,65.000.000,65000000.0,,65000000.0,65000000.0,,65000000.0
Ngân hạn,Ngân hạn,Ngân hạn,,,,,,,,,,,,
- Tiền gai có kỳ hạn,Ngân hạn > - Tiền gai có kỳ hạn,- Tiền gai có kỳ hạn,63.000.000,-,63.000.000,63.000.000,-,63.000.000,63000000.0,,63000000.0,63000000.0,,63000000.0
b. Điau tư góp vừa vào đơn vị khác,b. Điau tư góp vừa vào đơn vị khác,b. Điau tư góp vừa vào đơn vị khác,,,,,,,,,,,,
- Điau tư vào đơn vị khác,b. Điau tư góp vừa vào đơn vị khác > - Điau tư vào đơn vị khác,- Điau tư vào đơn vị khác,395.271.613.400,(310.579.863.400),84.691.750.000,460.651.988.400,(10.309.113.400),450.342.875.000,395271613400.0,-310579863400.0,84691750000.0,460651988400.0,-10309113400.0,450342875000.0
Ngân hàng Thương mại Cơ phần,b. Điau tư góp vừa vào đơn vị khác > Ngân hàng Thương mại Cơ phần,Ngân hàng Thương mại Cơ phần,395.271.613.400,(310.579.863.400),84.691.750.000,395.271.613.400,(10.309.113.400),384.962.500.000,395271613400.0,-310579863400.0,84691750000.0,395271613400.0,-10309113400.0,384962500000.0
"Đồng A (""ĐIÁM"") (*)","Đồng A (""ĐIÁM"") (*)","Đồng A (""ĐIÁM"") (*)",,,,,,,,,,,,
Cộng ty Cơ phần Bất động sản Sài Gòn M&C,"Đồng A (""ĐIÁM"") (*) > Cộng ty Cơ phần Bất động sản Sài Gòn M&C",Cộng ty Cơ phần Bất động sản Sài Gòn M&C,-,-,-,65.380.375.000,-,65.380.375.000,,,,65380375000.0,,65380375000.0
,,,395.336.613.400,(310.579.863.400),84.756.750.000,460.716.988.400,(10.309.113.400),450.407.875.000,395336613400.0,-310579863400.0,84756750000.0,460716988400.0,-10309113400.0,450407875000.0
