row_label_raw,row_label_full,Công ty TNHH ToTal Gaz Vietnam,31/12/2015VND > 362.078.769,31/12/2014VND > 13.274.137.702,numeric__31/12/2015VND > 362.078.769,numeric__31/12/2014VND > 13.274.137.702
FH Trautz Gmbh,FH Trautz Gmbh,FH Trautz Gmbh,6.531.852.825,4.084.326.480,6531852825.0,4084326480.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,22.320.474.188,25.924.359.188,22320474188.0,25924359188.0
,,,29.214.405.782,43.282.823.370,29214405782.0,43282823370.0
