row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND(trình bày lại),numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND(trình bày lại)
"Các khoản phải trả cán bộ, công nhân viên","Các khoản phải trả cán bộ, công nhân viên","Các khoản phải trả cán bộ, công nhân viên",3.107.748,3.036.548,3107748.0,3036548.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,21.269.934,718.470,21269934.0,718470.0
,,,24.377.682,3.755.018,24377682.0,3755018.0
(ii) Các khoản phải trả bên ngoài,(ii) Các khoản phải trả bên ngoài,(ii) Các khoản phải trả bên ngoài,(ii) Các khoản phải trả bên ngoài,(ii) Các khoản phải trả bên ngoài,,
,,,31/12/2022Triệu VND,31/12/2021Triệu VND(trình bày lại),,
Thuế phải trả (Thuyết minh 38),(ii) Các khoản phải trả bên ngoài > Thuế phải trả (Thuyết minh 38),Thuế phải trả (Thuyết minh 38),5.359.694,943.443,5359694.0,943443.0
- Thuế thu nhập doanh nghiệp phải trả,(ii) Các khoản phải trả bên ngoài > - Thuế thu nhập doanh nghiệp phải trả,- Thuế thu nhập doanh nghiệp phải trả,5.086.976,610.856,5086976.0,610856.0
- Thuế giá trị gia tăng phải trả,(ii) Các khoản phải trả bên ngoài > - Thuế giá trị gia tăng phải trả,- Thuế giá trị gia tăng phải trả,57.863,146.789,57863.0,146789.0
- Các thuế khác phải trả,(ii) Các khoản phải trả bên ngoài > - Các thuế khác phải trả,- Các thuế khác phải trả,214.855,185.798,214855.0,185798.0
Doanh thu nhận trước chờ phân bổ,(ii) Các khoản phải trả bên ngoài > Doanh thu nhận trước chờ phân bổ,Doanh thu nhận trước chờ phân bổ,3.457.340,5.038.432,3457340.0,5038432.0
Phải trả xây dựng và mua sắm tài sản cố định,(ii) Các khoản phải trả bên ngoài > Phải trả xây dựng và mua sắm tài sản cố định,Phải trả xây dựng và mua sắm tài sản cố định,1.014.573,1.491.780,1014573.0,1491780.0
Tiền giữ hộ chờ thanh toán,(ii) Các khoản phải trả bên ngoài > Tiền giữ hộ chờ thanh toán,Tiền giữ hộ chờ thanh toán,527.533,515.295,527533.0,515295.0
Các khoản khác phải trả khách hàng,(ii) Các khoản phải trả bên ngoài > Các khoản khác phải trả khách hàng,Các khoản khác phải trả khách hàng,1.139.739,1.049.795,1139739.0,1049795.0
Các khoản chờ thanh toán khác,(ii) Các khoản phải trả bên ngoài > Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,355.725,147.418,355725.0,147418.0
Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,(ii) Các khoản phải trả bên ngoài > Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,Lãi hỗ trợ lãi suất thu hồi phải trả Nhà nước,64.533,64.528,64533.0,64528.0
Vay Bộ Tài chính,(ii) Các khoản phải trả bên ngoài > Vay Bộ Tài chính,Vay Bộ Tài chính,707.141,806.617,707141.0,806617.0
Cổ tức phải trả,(ii) Các khoản phải trả bên ngoài > Cổ tức phải trả,Cổ tức phải trả,-,3.329.224,,3329224.0
Phải trả khác,(ii) Các khoản phải trả bên ngoài > Phải trả khác,Phải trả khác,55.920.255,3.313.271,55920255.0,3313271.0
,,,68.546.533,16.699.803,68546533.0,16699803.0
