row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dư tại ngày 1/1/2022Triệu VND(trình bày lại) > 134.429,Phát sinh trong năm > Số phải nộpTriệu VND > 498.672,Phát sinh trong năm > Số đã nộpTriệu VND > (586.027),Số dư tại ngày 31/12/2022 > Phải trảTriệu VND > 57.863,Số dư tại ngày 31/12/2022 > Ứng trướcTriệu VND > (10.789),Số dư tại ngày 31/12/2022 > Tổng cộngTriệu VND > 47.074,numeric__Số dư tại ngày 1/1/2022Triệu VND(trình bày lại) > 134.429,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 498.672,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (586.027),numeric__Số dư tại ngày 31/12/2022 > Phải trảTriệu VND > 57.863,numeric__Số dư tại ngày 31/12/2022 > Ứng trướcTriệu VND > (10.789),numeric__Số dư tại ngày 31/12/2022 > Tổng cộngTriệu VND > 47.074
Thuế TNDN hiện hành,Thuế TNDN hiện hành,Thuế TNDN hiện hành,610.549,8.407.108,(3.976.351),5.086.976,(45.670),5.041.306,610549.0,8407108.0,-3976351.0,5086976.0,-45670.0,5041306.0
Trong đó:,Trong đó:,Trong đó:,,,,,,,,,,,,
- Thuế TNDN của Vietcombank,Trong đó: > - Thuế TNDN của Vietcombank,- Thuế TNDN của Vietcombank,610.208,8.406.860,(3.975.703),5.086.976,(45.611),5.041.365,610208.0,8406860.0,-3975703.0,5086976.0,-45611.0,5041365.0
- Điều chỉnh thuế các năm trước,Trong đó: > - Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,398,250,(648),-,-,-,398.0,250.0,-648.0,,,
- Nghĩa vụ thuế năm 2008 của Vinafico,Trong đó: > - Nghĩa vụ thuế năm 2008 của Vinafico,- Nghĩa vụ thuế năm 2008 của Vinafico,(57),(2),-,-,(59),(59),-57.0,-2.0,,,-59.0,-59.0
Các loại thuế khác,Trong đó: > Các loại thuế khác,Các loại thuế khác,185.796,1.892.470,(1.863.413),214.855,(2),214.853,185796.0,1892470.0,-1863413.0,214855.0,-2.0,214853.0
,,,930.774,10.798.250,(6.425.791),5.359.694,(56.461),5.303.233,930774.0,10798250.0,-6425791.0,5359694.0,-56461.0,5303233.0
