row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND(trình bày lại),numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND(trình bày lại)
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Trái phiếu Chính phủ,Chứng khoán nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,357.773,1.493.814,357773.0,1493814.0
Trái phiếu do các TCTD khác trong nước phát hành,Chứng khoán nợ > Trái phiếu do các TCTD khác trong nước phát hành,Trái phiếu do các TCTD khác trong nước phát hành,693.769,499.364,693769.0,499364.0
Chứng khoán do các TCKT trong nước phát hành,Chứng khoán nợ > Chứng khoán do các TCKT trong nước phát hành,Chứng khoán do các TCKT trong nước phát hành,345.925,499.000,345925.0,499000.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
Chứng khoán vốn do các TCTD khác phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCTD khác phát hành,Chứng khoán vốn do các TCTD khác phát hành,12.531,77.084,12531.0,77084.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,133.577,286.820,133577.0,286820.0
,,,1.543.575,2.856.082,1543575.0,2856082.0
Dự phòng rủi ro chứng khoán kinh doanh,Chứng khoán vốn > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(43.888),(56.433),-43888.0,-56433.0
,,,1.499.687,2.799.649,1499687.0,2799649.0
