row_label_raw,row_label_full,col_0,Quyền sử dụng đất Triệu VND,Bản quyền và bằng sáng chế Triệu VND,Tài sản cố định vô hình khác Triệu VND,Tổng cộng Triệu VND,numeric__Quyền sử dụng đất Triệu VND,numeric__Bản quyền và bằng sáng chế Triệu VND,numeric__Tài sản cố định vô hình khác Triệu VND,numeric__Tổng cộng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.504.743,2.070.943,46.543,4.622.229,2504743.0,2070943.0,46543.0,4622229.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,161.145,6.053,167.198,,161145.0,6053.0,167198.0
- Mua mới,Nguyên giá > - Mua mới,- Mua mới,-,160.963,4.061,165.024,,160963.0,4061.0,165024.0
- Tăng khác,Nguyên giá > - Tăng khác,- Tăng khác,-,182,1.992,2.174,,182.0,1992.0,2174.0
Giảm khác trong năm,Nguyên giá > Giảm khác trong năm,Giảm khác trong năm,-,-,(338),(338),,,-338.0,-338.0
- Giảm khác,Nguyên giá > - Giảm khác,- Giảm khác,-,-,(338),(338),,,-338.0,-338.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.504.743,2.232.088,52.258,4.789.089,2504743.0,2232088.0,52258.0,4789089.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,121.054,1.397.831,29.925,1.548.810,121054.0,1397831.0,29925.0,1548810.0
Khấu hao trong năm,Hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,12.329,429.217,3.238,444.784,12329.0,429217.0,3238.0,444784.0
- Khấu hao,Hao mòn lũy kế > - Khấu hao,- Khấu hao,12.329,411.946,1.959,426.234,12329.0,411946.0,1959.0,426234.0
- Tăng khác,Hao mòn lũy kế > - Tăng khác,- Tăng khác,-,17.271,1.279,18.550,,17271.0,1279.0,18550.0
Giảm khác trong năm,Hao mòn lũy kế > Giảm khác trong năm,Giảm khác trong năm,-,(19.484),(338),(19.822),,-19484.0,-338.0,-19822.0
- Giảm khác,Hao mòn lũy kế > - Giảm khác,- Giảm khác,-,(19.484),(338),(19.822),,-19484.0,-338.0,-19822.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,133.383,1.807.564,32.825,1.973.772,133383.0,1807564.0,32825.0,1973772.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,2.383.689,673.112,16.618,3.073.419,2383689.0,673112.0,16618.0,3073419.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,2.371.360,424.524,19.433,2.815.317,2371360.0,424524.0,19433.0,2815317.0
