row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND,numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,241.910,314.690,241910.0,314690.0
"Trong đó, những dự án lớn:","Trong đó, những dự án lớn:","Trong đó, những dự án lớn:",118.378,296.236,118378.0,296236.0
Dự án trụ sở Chi nhánh Phú Thọ,Dự án trụ sở Chi nhánh Phú Thọ,Dự án trụ sở Chi nhánh Phú Thọ,24.016,36.968,24016.0,36968.0
Dự án trụ sở Chi nhánh Đồng Tháp,Dự án trụ sở Chi nhánh Đồng Tháp,Dự án trụ sở Chi nhánh Đồng Tháp,19.136,40.858,19136.0,40858.0
Dự án trụ sở Chi nhánh Vũng Tàu,Dự án trụ sở Chi nhánh Vũng Tàu,Dự án trụ sở Chi nhánh Vũng Tàu,18.178,30.631,18178.0,30631.0
Dự án trụ sở Chi nhánh Thái Bình,Dự án trụ sở Chi nhánh Thái Bình,Dự án trụ sở Chi nhánh Thái Bình,17.983,32.730,17983.0,32730.0
Dự án trụ sở Chi nhánh Bạc Liêu,Dự án trụ sở Chi nhánh Bạc Liêu,Dự án trụ sở Chi nhánh Bạc Liêu,10.824,35.761,10824.0,35761.0
Dự án trụ sở Chi nhánh Thủ Đức,Dự án trụ sở Chi nhánh Thủ Đức,Dự án trụ sở Chi nhánh Thủ Đức,7.809,22.032,7809.0,22032.0
Dự án trụ sở Chi nhánh Tân Định,Dự án trụ sở Chi nhánh Tân Định,Dự án trụ sở Chi nhánh Tân Định,5.070,26.912,5070.0,26912.0
Dự án trụ sở Chi nhánh Lào Cai,Dự án trụ sở Chi nhánh Lào Cai,Dự án trụ sở Chi nhánh Lào Cai,5.028,16.729,5028.0,16729.0
Dự án trụ sở Chi nhánh Cần Thơ,Dự án trụ sở Chi nhánh Cần Thơ,Dự án trụ sở Chi nhánh Cần Thơ,3.065,28.127,3065.0,28127.0
Dự án trụ sở Chi nhánh Bắc Sài Gòn,Dự án trụ sở Chi nhánh Bắc Sài Gòn,Dự án trụ sở Chi nhánh Bắc Sài Gòn,2.504,8.273,2504.0,8273.0
Dự án trụ sở Chi nhánh Phú Yên,Dự án trụ sở Chi nhánh Phú Yên,Dự án trụ sở Chi nhánh Phú Yên,2.478,1.351,2478.0,1351.0
Dự án trụ sở Chi nhánh Lạng Sơn,Dự án trụ sở Chi nhánh Lạng Sơn,Dự án trụ sở Chi nhánh Lạng Sơn,2.287,15.864,2287.0,15864.0
