row_label_raw,row_label_full,Thời điểm phát sinh khoản nợ,Khoảng thời gian phát sinh nghĩa vụ trả nợ,Tình trạng quá hạn,Khoảng thời gian phát sinh quá hạn,Nguyên tắc giữ nguyên nhóm nợ,numeric__Khoảng thời gian phát sinh nghĩa vụ trả nợ,numeric__Tình trạng quá hạn,numeric__Khoảng thời gian phát sinh quá hạn,numeric__Nguyên tắc giữ nguyên nhóm nợ
Trước23/1/2020,Trước23/1/2020,Trước23/1/2020,Từ 23/1/2020 đến 30/6/2022,Trong hạn hoặc quá hạn đến 10 ngày,Từ 30/3/2020 đến 30/6/2022,Giữ nguyên nhóm nợ đã phân loại tại thời điểm gần nhất trước ngày 23/1/2020.,,,,
Từ23/1/2020 đến trước1/8/2021,Từ23/1/2020 đến trước1/8/2021,Từ23/1/2020 đến trước1/8/2021,Từ 23/1/2020 đến 30/6/2022,Trong hạn hoặc quá hạn đến 10 ngày,Từ 17/5/2021 đến trước 17/7/2021 hoặc từ 7/9/2021 đến 30/6/2022,Giữ nguyên nhóm nợ đã phân loại tại thời điểm gần nhất trước ngày thực hiện cơ cấu lại thời hạn trả nợ lần đầu.,,,,
Trước23/1/2020,Trước23/1/2020,Trước23/1/2020,Từ 23/1/2020 đến 30/6/2022,Quá hạn,Từ 23/1/2020 đến 29/3/2020,Giữ nguyên nhóm nợ đã phân loại tại thời điểm gần nhất trước ngày 23/1/2020.,,,,
Từ23/1/2020 đến trước10/6/2020,Từ23/1/2020 đến trước10/6/2020,Từ23/1/2020 đến trước10/6/2020,Từ 23/1/2020 đến 30/6/2022,Quá hạn,Từ 23/1/2020 đến trước 17/5/2021,Giữ nguyên nhóm nợ đã phân loại tại thời điểm gần nhất trước ngày khoản nợ bị chuyển quá hạn.,,,,
Từ10/6/2020 đến trước1/8/2021,Từ10/6/2020 đến trước1/8/2021,Từ10/6/2020 đến trước1/8/2021,Từ 23/1/2020 đến 30/6/2022,Quá hạn,Từ 17/7/2021 đến trước 7/9/2021,Giữ nguyên nhóm nợ đã phân loại tại thời điểm gần nhất trước ngày khoản nợ bị chuyển quá hạn.,,,,
