row_label_raw,row_label_full,Chứng khoán đầu tư giữ đến ngày đáo hạn,31/12/2022Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,31/12/2021Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__31/12/2022Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__31/12/2021Triệu VND > Chứng khoán đầu tư giữ đến ngày đáo hạn
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,37.915.262,40.325.603,37915262.0,40325603.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,46.589.000,47.502.241,46589000.0,47502241.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,11.009.114,11.829.751,11009114.0,11829751.0
,,,95.513.376,99.657.595,95513376.0,99657595.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),Dự phòng rủi ro chứng khoán đầu tư giữ đến ngày đáo hạn (ii),(81.833),(88.724),-81833.0,-88724.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,Tổng chứng khoán đầu tư giữ đến ngày đáo hạn,95.431.543,99.568.871,95431543.0,99568871.0
