row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,Giá trị ghi sốTriệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp(%),numeric__Giá gốcTriệu VND,numeric__Giá trị ghi sốTriệu VND
Công ty Liên doanh TNHH Vietcombank Bonday Benthanh (i),Công ty Liên doanh TNHH Vietcombank Bonday Benthanh (i),Công ty Liên doanh TNHH Vietcombank Bonday Benthanh (i),Cho thuêvăn phòng,52%,410.365,577.574,,0.52,410365.0,577574.0
Công ty Liên doanh Quản lý Quỹ đầu tư,Công ty Liên doanh Quản lý Quỹ đầu tư,Công ty Liên doanh Quản lý Quỹ đầu tư,Quản lý quỹđầu tư,51%,135.150,171.321,,0.51,135150.0,171321.0
,,,,,545.515,748.895,,,545515.0,748895.0
