row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND(trình bày lại),numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND(trình bày lại)
Từ cho vay khách hàng,Từ cho vay khách hàng,Từ cho vay khách hàng,4.061.964,2.371.243,4061964.0,2371243.0
Từ tiền gửi và cho vay các TCTD khác,Từ tiền gửi và cho vay các TCTD khác,Từ tiền gửi và cho vay các TCTD khác,871.211,585.970,871211.0,585970.0
Từ các khoản chứng khoán đầu tư,Từ các khoản chứng khoán đầu tư,Từ các khoản chứng khoán đầu tư,3.833.550,3.976.278,3833550.0,3976278.0
Từ các giao dịch phải sinh,Từ các giao dịch phải sinh,Từ các giao dịch phải sinh,440.092,212.234,440092.0,212234.0
Phí phải thu,Phí phải thu,Phí phải thu,2.304,1.799,2304.0,1799.0
,,,9.209.121,7.147.524,9209121.0,7147524.0
(c) Tài sản thuế thu nhập doanh nghiệp hoãn lại,(c) Tài sản thuế thu nhập doanh nghiệp hoãn lại,(c) Tài sản thuế thu nhập doanh nghiệp hoãn lại,(c) Tài sản thuế thu nhập doanh nghiệp hoãn lại,(c) Tài sản thuế thu nhập doanh nghiệp hoãn lại,,
,,,31/12/2022Triệu VND,31/12/2021Triệu VND(trình bày lại),,
Tài sản thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,(c) Tài sản thuế thu nhập doanh nghiệp hoãn lại > Tài sản thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,Tài sản thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,958.065,349,958065.0,349.0
(d) Tài sản Có khác,(d) Tài sản Có khác,(d) Tài sản Có khác,(d) Tài sản Có khác,(d) Tài sản Có khác,,
,,,31/12/2022Triệu VND,31/12/2021Triệu VND(trình bày lại),,
"Đặt cọc tiền thuê nhà, thuê tài sản cố định","(d) Tài sản Có khác > Đặt cọc tiền thuê nhà, thuê tài sản cố định","Đặt cọc tiền thuê nhà, thuê tài sản cố định",910.960,779.336,910960.0,779336.0
Vật liệu,(d) Tài sản Có khác > Vật liệu,Vật liệu,154.678,154.271,154678.0,154271.0
Tạm ứng thanh toán thẻ,(d) Tài sản Có khác > Tạm ứng thanh toán thẻ,Tạm ứng thanh toán thẻ,4.340.977,2.347.368,4340977.0,2347368.0
Tiền thuê đất trả tiền trước một lần,(d) Tài sản Có khác > Tiền thuê đất trả tiền trước một lần,Tiền thuê đất trả tiền trước một lần,700.787,715.347,700787.0,715347.0
Tài sản Có khác,(d) Tài sản Có khác > Tài sản Có khác,Tài sản Có khác,20.232.427,2.019.997,20232427.0,2019997.0
,,,26.339.829,6.016.319,26339829.0,6016319.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,(d) Tài sản Có khác > Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,(12.220),(4.020),-12220.0,-4020.0
,,,26.327.609,6.012.299,26327609.0,6012299.0
