row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,2022 Triệu VND,2021 Triệu VND(trình bày lại),numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__2022 Triệu VND,numeric__2021 Triệu VND(trình bày lại)
XI,XI,XI,TỔNG LỢI NHUẬN TRƯỚC THUẾ(MANG SANG TỪ TRANG TRƯỚC),,37.368.091,27.485.843,,,37368091.0,27485843.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,33(a),(8.406.860),(4.560.128),,,-8406860.0,-4560128.0
8,8,8,Thu nhập/(Chi phí) thuế thu nhập doanh nghiệp hoãn lại,33(b),957.823,(908.882),,,957823.0,-908882.0
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,,(7.449.037),(5.469.010),,,-7449037.0,-5469010.0
XIII,XIII,XIII,LỢI NHUẬN SAU THUẾ,,29.919.054,22.016.833,,,29919054.0,22016833.0
XIV,XIV,XIV,Lợi ích của cổ đông không kiểm soát,,(20.040),(20.232),,,-20040.0,-20232.0
XV,XV,XV,Lợi nhuận thuần của cổ đông Ngân hàng,,29.899.014,21.996.601,,,29899014.0,21996601.0
XVI,XVI,XVI,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),34,5.821,4.162,,34.0,5821.0,4162.0
