row_label_raw,row_label_full,col_0,2022Triệu VND,2021Triệu VND,numeric__2022Triệu VND,numeric__2021Triệu VND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,
Thu từ dịch vụ thanh toán,Thu nhập từ hoạt động dịch vụ > Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,6.001.029,5.984.352,6001029.0,5984352.0
Thu từ dịch vụ ngân quỹ,Thu nhập từ hoạt động dịch vụ > Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,75.478,68.340,75478.0,68340.0
Thu từ nghiệp vụ ủy thác và đại lý,Thu nhập từ hoạt động dịch vụ > Thu từ nghiệp vụ ủy thác và đại lý,Thu từ nghiệp vụ ủy thác và đại lý,57.110,35.404,57110.0,35404.0
Thu từ dịch vụ khác,Thu nhập từ hoạt động dịch vụ > Thu từ dịch vụ khác,Thu từ dịch vụ khác,6.291.390,5.198.420,6291390.0,5198420.0
,,,12.425.007,11.286.516,12425007.0,11286516.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,
Chi cho dịch vụ thanh toán,Chi phí hoạt động dịch vụ > Chi cho dịch vụ thanh toán,Chi cho dịch vụ thanh toán,(4.424.834),(2.998.989),-4424834.0,-2998989.0
Chi cho dịch vụ ngân quỹ,Chi phí hoạt động dịch vụ > Chi cho dịch vụ ngân quỹ,Chi cho dịch vụ ngân quỹ,(127.938),(119.558),-127938.0,-119558.0
Chi cho dịch vụ viễn thông,Chi phí hoạt động dịch vụ > Chi cho dịch vụ viễn thông,Chi cho dịch vụ viễn thông,(146.125),(136.648),-146125.0,-136648.0
Chi cho nghiệp vụ ủy thác và đại lý,Chi phí hoạt động dịch vụ > Chi cho nghiệp vụ ủy thác và đại lý,Chi cho nghiệp vụ ủy thác và đại lý,(21.587),(12.085),-21587.0,-12085.0
Chi cho dịch vụ khác,Chi phí hoạt động dịch vụ > Chi cho dịch vụ khác,Chi cho dịch vụ khác,(865.423),(612.163),-865423.0,-612163.0
,,,(5.585.907),(3.879.443),-5585907.0,-3879443.0
,,,6.839.100,7.407.073,6839100.0,7407073.0
