row_label_raw,row_label_full,Nhà cửa vật kiến trúc,Máy móc thiết bị,Phương tiện vận tải,Thiết bị quản lý,Tài sản cố định khác,Đơn vị tính: VND Tổng cộng,numeric__Máy móc thiết bị,numeric__Phương tiện vận tải,numeric__Thiết bị quản lý,numeric__Tài sản cố định khác,numeric__Đơn vị tính: VND Tổng cộng
625.596.212.044,625.596.212.044,625.596.212.044,325.640.329.007,76.041.566.627,10.710.000.820,22.370.785.992,1.060.358.894.490,325640329007.0,76041566627.0,10710000820.0,22370785992.0,1060358894490.0
-,-,-,2.995.799.773,10.380.508.545,536.423.728,-,13.912.732.046,2995799773.0,10380508545.0,536423728.0,,13912732046.0
8.983.484.380,8.983.484.380,8.983.484.380,-,-,-,-,8.983.484.380,,,,,8983484380.0
44.733.677.800,44.733.677.800,44.733.677.800,-,-,-,-,44.733.677.800,,,,,44733677800.0
10.225.522.518,10.225.522.518,10.225.522.518,1.192.010.917,87.300.000,(1.004.222.026),1.964.632.482,12.465.243.891,1192010917.0,87300000.0,-1004222026.0,1964632482.0,12465243891.0
(106.209.660.535),(106.209.660.535),(106.209.660.535),(7.191.888.103),(4.287.927.610),(2.071.828.322),(4.190.003.444),(123.951.308.014),-7191888103.0,-4287927610.0,-2071828322.0,-4190003444.0,-123951308014.0
583.329.236.207,583.329.236.207,583.329.236.207,322.636.251.594,82.221.447.562,8.170.374.200,20.145.415.030,1.016.502.724.593,322636251594.0,82221447562.0,8170374200.0,20145415030.0,1016502724593.0
87.048.091.268,87.048.091.268,87.048.091.268,171.301.920.589,42.440.878.290,8.495.246.746,5.286.888.945,314.573.025.838,171301920589.0,42440878290.0,8495246746.0,5286888945.0,314573025838.0
14.405.135.267,14.405.135.267,14.405.135.267,18.196.992.430,5.635.629.448,902.189.296,2.224.923.937,41.364.870.378,18196992430.0,5635629448.0,902189296.0,2224923937.0,41364870378.0
2.907.689.063,2.907.689.063,2.907.689.063,-,-,-,-,2.907.689.063,,,,,2907689063.0
6.013.622.226,6.013.622.226,6.013.622.226,1.164.189.473,75.177.473,(1.007.530.974),1.910.382.653,8.155.840.851,1164189473.0,75177473.0,-1007530974.0,1910382653.0,8155840851.0
(35.064.465.668),(35.064.465.668),(35.064.465.668),(7.039.383.999),(4.198.478.692),(2.014.834.533),(4.065.075.282),(52.382.238.174),-7039383999.0,-4198478692.0,-2014834533.0,-4065075282.0,-52382238174.0
75.310.072.156,75.310.072.156,75.310.072.156,183.623.718.493,43.953.206.519,6.375.070.535,5.357.120.253,314.619.187.956,183623718493.0,43953206519.0,6375070535.0,5357120253.0,314619187956.0
538.548.120.776,538.548.120.776,538.548.120.776,154.338.408.418,33.600.688.337,2.214.754.074,17.083.897.047,745.785.868.652,154338408418.0,33600688337.0,2214754074.0,17083897047.0,745785868652.0
508.019.164.051,508.019.164.051,508.019.164.051,139.012.533.101,38.268.241.043,1.795.303.665,14.788.294.777,701.883.536.637,139012533101.0,38268241043.0,1795303665.0,14788294777.0,701883536637.0
